,Pin Code,Video Timestamp,Time Passed,X-Coord (Both),Y-Coord (Both),X-Coord (Head),Y-Coord (Head),X-Coord (Eye),Y-Coord (Eye),Current Timestamp
0,3717,2021-03-12 13:11:26,33.42245989304813,491,1093,431,1071,60,22,2021-03-12 13:11:26.033
1,3717,2021-03-12 13:11:26,66.84491978609626,494,1089,431,1068,63,21,2021-03-12 13:11:26.067
2,3717,2021-03-12 13:11:26,100.26737967914438,493,1089,432,1067,61,22,2021-03-12 13:11:26.100
3,3717,2021-03-12 13:11:26,133.6898395721925,498,1084,437,1062,61,22,2021-03-12 13:11:26.134
4,3717,2021-03-12 13:11:26,167.11229946524062,498,1084,437,1062,61,22,2021-03-12 13:11:26.167
5,3717,2021-03-12 13:11:26,200.53475935828877,497,1086,435,1064,62,22,2021-03-12 13:11:26.201
6,3717,2021-03-12 13:11:26,233.95721925133688,497,1086,437,1065,60,21,2021-03-12 13:11:26.234
7,3717,2021-03-12 13:11:26,267.379679144385,502,1081,442,1059,60,22,2021-03-12 13:11:26.267
8,3717,2021-03-12 13:11:26,300.80213903743316,506,1079,448,1056,58,23,2021-03-12 13:11:26.301
9,3717,2021-03-12 13:11:26,334.22459893048125,507,1079,449,1057,58,22,2021-03-12 13:11:26.334
10,3717,2021-03-12 13:11:26,367.6470588235294,511,1077,453,1056,58,21,2021-03-12 13:11:26.368
11,3717,2021-03-12 13:11:26,401.06951871657753,512,1079,455,1057,57,22,2021-03-12 13:11:26.401
12,3717,2021-03-12 13:11:26,434.4919786096256,512,1075,456,1053,56,22,2021-03-12 13:11:26.434
13,3717,2021-03-12 13:11:26,467.91443850267376,519,1067,461,1045,58,22,2021-03-12 13:11:26.468
14,3717,2021-03-12 13:11:26,501.3368983957219,523,1067,465,1046,58,21,2021-03-12 13:11:26.501
15,3717,2021-03-12 13:11:26,534.75935828877,514,1075,455,1055,59,20,2021-03-12 13:11:26.535
16,3717,2021-03-12 13:11:26,568.1818181818181,514,1075,456,1054,58,21,2021-03-12 13:11:26.568
17,3717,2021-03-12 13:11:26,601.6042780748663,517,1075,459,1054,58,21,2021-03-12 13:11:26.602
18,3717,2021-03-12 13:11:26,635.0267379679144,518,1071,462,1048,56,23,2021-03-12 13:11:26.635
19,3717,2021-03-12 13:11:26,668.4491978609625,519,1071,464,1048,55,23,2021-03-12 13:11:26.668
20,3717,2021-03-12 13:11:26,701.8716577540107,519,1074,462,1052,57,22,2021-03-12 13:11:26.702
21,3717,2021-03-12 13:11:26,735.2941176470588,517,1071,461,1048,56,23,2021-03-12 13:11:26.735
22,3717,2021-03-12 13:11:26,768.7165775401069,519,1071,459,1050,60,21,2021-03-12 13:11:26.769
23,3717,2021-03-12 13:11:26,802.1390374331551,523,1067,467,1044,56,23,2021-03-12 13:11:26.802
24,3717,2021-03-12 13:11:26,835.5614973262032,525,1060,468,1038,57,22,2021-03-12 13:11:26.836
25,3717,2021-03-12 13:11:26,868.9839572192512,530,1055,473,1033,57,22,2021-03-12 13:11:26.869
26,3717,2021-03-12 13:11:26,902.4064171122994,523,1068,466,1046,57,22,2021-03-12 13:11:26.902
27,3717,2021-03-12 13:11:26,935.8288770053475,517,1074,461,1053,56,21,2021-03-12 13:11:26.936
28,3717,2021-03-12 13:11:26,969.2513368983957,523,1076,466,1054,57,22,2021-03-12 13:11:26.969
29,3717,2021-03-12 13:11:26,1002.6737967914438,523,1076,465,1054,58,22,2021-03-12 13:11:27.003
30,3717,2021-03-12 13:11:26,1036.096256684492,523,1074,465,1052,58,22,2021-03-12 13:11:27.036
31,3717,2021-03-12 13:11:26,1069.51871657754,520,1077,462,1056,58,21,2021-03-12 13:11:27.070
32,3717,2021-03-12 13:11:26,1102.941176470588,517,1078,459,1058,58,20,2021-03-12 13:11:27.103
33,3717,2021-03-12 13:11:26,1136.3636363636363,524,1071,466,1052,58,19,2021-03-12 13:11:27.136
34,3717,2021-03-12 13:11:26,1169.7860962566845,526,1072,467,1052,59,20,2021-03-12 13:11:27.170
35,3717,2021-03-12 13:11:26,1203.2085561497327,522,1081,465,1061,57,20,2021-03-12 13:11:27.203
36,3717,2021-03-12 13:11:26,1236.6310160427806,522,1086,462,1067,60,19,2021-03-12 13:11:27.237
37,3717,2021-03-12 13:11:26,1270.0534759358288,523,1092,464,1073,59,19,2021-03-12 13:11:27.270
38,3717,2021-03-12 13:11:26,1303.475935828877,525,1095,464,1075,61,20,2021-03-12 13:11:27.303
39,3717,2021-03-12 13:11:26,1336.898395721925,528,1097,466,1078,62,19,2021-03-12 13:11:27.337
40,3717,2021-03-12 13:11:26,1370.3208556149732,533,1104,470,1086,63,18,2021-03-12 13:11:27.370
41,3717,2021-03-12 13:11:26,1403.7433155080214,530,1116,465,1096,65,20,2021-03-12 13:11:27.404
42,3717,2021-03-12 13:11:26,1437.1657754010694,530,1116,466,1097,64,19,2021-03-12 13:11:27.437
43,3717,2021-03-12 13:11:26,1470.5882352941176,532,1117,469,1098,63,19,2021-03-12 13:11:27.471
44,3717,2021-03-12 13:11:26,1504.0106951871658,536,1117,472,1095,64,22,2021-03-12 13:11:27.504
45,3717,2021-03-12 13:11:26,1537.4331550802137,538,1116,472,1093,66,23,2021-03-12 13:11:27.537
46,3717,2021-03-12 13:11:26,1570.855614973262,541,1118,477,1096,64,22,2021-03-12 13:11:27.571
47,3717,2021-03-12 13:11:26,1604.2780748663101,546,1117,482,1096,64,21,2021-03-12 13:11:27.604
48,3717,2021-03-12 13:11:26,1637.700534759358,550,1116,485,1095,65,21,2021-03-12 13:11:27.638
49,3717,2021-03-12 13:11:26,1671.1229946524063,555,1113,485,1091,70,22,2021-03-12 13:11:27.671
50,3717,2021-03-12 13:11:26,1704.5454545454545,561,1107,492,1086,69,21,2021-03-12 13:11:27.705
51,3717,2021-03-12 13:11:26,1737.9679144385025,571,1103,501,1082,70,21,2021-03-12 13:11:27.738
52,3717,2021-03-12 13:11:26,1771.3903743315507,572,1099,506,1079,66,20,2021-03-12 13:11:27.771
53,3717,2021-03-12 13:11:26,1804.8128342245989,552,1117,486,1096,66,21,2021-03-12 13:11:27.805
54,3717,2021-03-12 13:11:26,1838.2352941176468,542,1124,477,1104,65,20,2021-03-12 13:11:27.838
55,3717,2021-03-12 13:11:26,1871.657754010695,547,1119,484,1099,63,20,2021-03-12 13:11:27.872
56,3717,2021-03-12 13:11:26,1905.0802139037432,551,1119,489,1099,62,20,2021-03-12 13:11:27.905
57,3717,2021-03-12 13:11:26,1938.5026737967914,549,1120,485,1100,64,20,2021-03-12 13:11:27.939
58,3717,2021-03-12 13:11:26,1971.9251336898394,551,1119,488,1099,63,20,2021-03-12 13:11:27.972
59,3717,2021-03-12 13:11:26,2005.3475935828876,556,1116,491,1096,65,20,2021-03-12 13:11:28.005
60,3717,2021-03-12 13:11:26,2038.7700534759358,562,1112,494,1093,68,19,2021-03-12 13:11:28.039
61,3717,2021-03-12 13:11:26,2072.192513368984,563,1107,494,1086,69,21,2021-03-12 13:11:28.072
62,3717,2021-03-12 13:11:26,2105.614973262032,574,1102,503,1082,71,20,2021-03-12 13:11:28.106
63,3717,2021-03-12 13:11:26,2139.03743315508,585,1090,517,1069,68,21,2021-03-12 13:11:28.139
64,3717,2021-03-12 13:11:26,2172.4598930481284,595,1076,527,1054,68,22,2021-03-12 13:11:28.172
65,3717,2021-03-12 13:11:26,2205.882352941176,605,1069,541,1046,64,23,2021-03-12 13:11:28.206
66,3717,2021-03-12 13:11:26,2239.3048128342243,615,1061,547,1038,68,23,2021-03-12 13:11:28.239
67,3717,2021-03-12 13:11:26,2272.7272727272725,625,1054,559,1030,66,24,2021-03-12 13:11:28.273
68,3717,2021-03-12 13:11:26,2306.1497326203207,636,1054,568,1029,68,25,2021-03-12 13:11:28.306
69,3717,2021-03-12 13:11:26,2339.572192513369,646,1045,579,1022,67,23,2021-03-12 13:11:28.340
70,3717,2021-03-12 13:11:26,2372.994652406417,656,1035,588,1011,68,24,2021-03-12 13:11:28.373
71,3717,2021-03-12 13:11:26,2406.4171122994653,671,1025,602,1002,69,23,2021-03-12 13:11:28.406
72,3717,2021-03-12 13:11:26,2439.839572192513,688,1013,620,990,68,23,2021-03-12 13:11:28.440
73,3717,2021-03-12 13:11:26,2473.2620320855613,701,1000,630,977,71,23,2021-03-12 13:11:28.473
74,3717,2021-03-12 13:11:26,2506.6844919786095,722,984,648,963,74,21,2021-03-12 13:11:28.507
75,3717,2021-03-12 13:11:26,2540.1069518716577,733,976,664,954,69,22,2021-03-12 13:11:28.540
76,3717,2021-03-12 13:11:26,2573.529411764706,727,985,655,962,72,23,2021-03-12 13:11:28.574
77,3717,2021-03-12 13:11:26,2606.951871657754,723,990,655,968,68,22,2021-03-12 13:11:28.607
78,3717,2021-03-12 13:11:26,2640.374331550802,722,989,654,966,68,23,2021-03-12 13:11:28.640
79,3717,2021-03-12 13:11:26,2673.79679144385,720,991,650,969,70,22,2021-03-12 13:11:28.674
80,3717,2021-03-12 13:11:26,2707.219251336898,716,989,647,967,69,22,2021-03-12 13:11:28.707
81,3717,2021-03-12 13:11:26,2740.6417112299464,713,987,643,963,70,24,2021-03-12 13:11:28.741
82,3717,2021-03-12 13:11:26,2774.0641711229946,703,998,637,976,66,22,2021-03-12 13:11:28.774
83,3717,2021-03-12 13:11:26,2807.486631016043,683,1013,616,992,67,21,2021-03-12 13:11:28.807
84,3717,2021-03-12 13:11:26,2840.9090909090905,658,1034,589,1013,69,21,2021-03-12 13:11:28.841
85,3717,2021-03-12 13:11:26,2874.3315508021387,640,1052,577,1032,63,20,2021-03-12 13:11:28.874
86,3717,2021-03-12 13:11:26,2907.754010695187,625,1064,561,1044,64,20,2021-03-12 13:11:28.908
87,3717,2021-03-12 13:11:26,2941.176470588235,610,1075,545,1055,65,20,2021-03-12 13:11:28.941
88,3717,2021-03-12 13:11:26,2974.5989304812833,599,1087,533,1069,66,18,2021-03-12 13:11:28.975
89,3717,2021-03-12 13:11:26,3008.0213903743315,579,1109,510,1090,69,19,2021-03-12 13:11:29.008
90,3717,2021-03-12 13:11:26,3041.4438502673797,562,1126,500,1107,62,19,2021-03-12 13:11:29.041
91,3717,2021-03-12 13:11:26,3074.8663101604275,545,1143,470,1121,75,22,2021-03-12 13:11:29.075
92,3717,2021-03-12 13:11:26,3108.2887700534757,522,1171,452,1153,70,18,2021-03-12 13:11:29.108
93,3717,2021-03-12 13:11:26,3141.711229946524,512,1190,450,1170,62,20,2021-03-12 13:11:29.142
94,3717,2021-03-12 13:11:26,3175.133689839572,521,1192,459,1172,62,20,2021-03-12 13:11:29.175
95,3717,2021-03-12 13:11:26,3208.5561497326203,525,1196,461,1176,64,20,2021-03-12 13:11:29.209
96,3717,2021-03-12 13:11:26,3241.9786096256685,532,1190,467,1170,65,20,2021-03-12 13:11:29.242
97,3717,2021-03-12 13:11:26,3275.401069518716,542,1177,476,1156,66,21,2021-03-12 13:11:29.275
98,3717,2021-03-12 13:11:26,3308.8235294117644,544,1177,476,1156,68,21,2021-03-12 13:11:29.309
99,3717,2021-03-12 13:11:26,3342.2459893048126,538,1182,474,1161,64,21,2021-03-12 13:11:29.342
100,3717,2021-03-12 13:11:26,3375.668449197861,535,1185,469,1165,66,20,2021-03-12 13:11:29.376
101,3717,2021-03-12 13:11:26,3409.090909090909,531,1191,468,1171,63,20,2021-03-12 13:11:29.409
102,3717,2021-03-12 13:11:26,3442.513368983957,523,1203,459,1183,64,20,2021-03-12 13:11:29.443
103,3717,2021-03-12 13:11:26,3475.935828877005,523,1216,459,1197,64,19,2021-03-12 13:11:29.476
104,3717,2021-03-12 13:11:26,3509.358288770053,535,1208,470,1189,65,19,2021-03-12 13:11:29.509
105,3717,2021-03-12 13:11:26,3542.7807486631013,543,1205,480,1185,63,20,2021-03-12 13:11:29.543
106,3717,2021-03-12 13:11:26,3576.2032085561495,540,1208,475,1188,65,20,2021-03-12 13:11:29.576
107,3717,2021-03-12 13:11:26,3609.6256684491977,528,1211,464,1191,64,20,2021-03-12 13:11:29.610
108,3717,2021-03-12 13:11:26,3643.048128342246,526,1210,461,1191,65,19,2021-03-12 13:11:29.643
109,3717,2021-03-12 13:11:26,3676.4705882352937,539,1203,475,1183,64,20,2021-03-12 13:11:29.676
110,3717,2021-03-12 13:11:26,3709.893048128342,543,1199,478,1179,65,20,2021-03-12 13:11:29.710
111,3717,2021-03-12 13:11:26,3743.31550802139,543,1201,481,1181,62,20,2021-03-12 13:11:29.743
112,3717,2021-03-12 13:11:26,3776.7379679144383,550,1201,485,1181,65,20,2021-03-12 13:11:29.777
113,3717,2021-03-12 13:11:26,3810.1604278074865,556,1192,491,1172,65,20,2021-03-12 13:11:29.810
114,3717,2021-03-12 13:11:26,3843.5828877005347,562,1187,498,1167,64,20,2021-03-12 13:11:29.844
115,3717,2021-03-12 13:11:26,3877.005347593583,562,1185,498,1165,64,20,2021-03-12 13:11:29.877
116,3717,2021-03-12 13:11:26,3910.4278074866306,559,1178,491,1158,68,20,2021-03-12 13:11:29.910
117,3717,2021-03-12 13:11:26,3943.850267379679,561,1176,495,1157,66,19,2021-03-12 13:11:29.944
118,3717,2021-03-12 13:11:26,3977.272727272727,559,1171,492,1152,67,19,2021-03-12 13:11:29.977
119,3717,2021-03-12 13:11:26,4010.695187165775,556,1167,489,1148,67,19,2021-03-12 13:11:30.011
120,3717,2021-03-12 13:11:26,4044.1176470588234,550,1168,484,1148,66,20,2021-03-12 13:11:30.044
121,3717,2021-03-12 13:11:26,4077.5401069518716,541,1171,476,1150,65,21,2021-03-12 13:11:30.078
122,3717,2021-03-12 13:11:26,4110.96256684492,538,1174,470,1154,68,20,2021-03-12 13:11:30.111
123,3717,2021-03-12 13:11:26,4144.385026737968,542,1171,475,1151,67,20,2021-03-12 13:11:30.144
124,3717,2021-03-12 13:11:26,4177.807486631016,542,1171,475,1151,67,20,2021-03-12 13:11:30.178
125,4273,2021-03-12 13:11:39,33.42245989304813,488,1104,431,1081,57,23,2021-03-12 13:11:39.033
126,4273,2021-03-12 13:11:39,66.84491978609626,489,1104,431,1081,58,23,2021-03-12 13:11:39.067
127,4273,2021-03-12 13:11:39,100.26737967914438,490,1104,431,1081,59,23,2021-03-12 13:11:39.100
128,4273,2021-03-12 13:11:39,133.6898395721925,489,1105,431,1082,58,23,2021-03-12 13:11:39.134
129,4273,2021-03-12 13:11:39,167.11229946524062,489,1104,430,1081,59,23,2021-03-12 13:11:39.167
130,4273,2021-03-12 13:11:39,200.53475935828877,489,1104,429,1081,60,23,2021-03-12 13:11:39.201
131,4273,2021-03-12 13:11:39,233.95721925133688,490,1104,433,1080,57,24,2021-03-12 13:11:39.234
132,4273,2021-03-12 13:11:39,267.379679144385,490,1104,434,1081,56,23,2021-03-12 13:11:39.267
133,4273,2021-03-12 13:11:39,300.80213903743316,495,1111,431,1087,64,24,2021-03-12 13:11:39.301
134,4273,2021-03-12 13:11:39,334.22459893048125,504,1116,435,1095,69,21,2021-03-12 13:11:39.334
135,4273,2021-03-12 13:11:39,367.6470588235294,505,1117,436,1095,69,22,2021-03-12 13:11:39.368
136,4273,2021-03-12 13:11:39,401.06951871657753,509,1117,440,1095,69,22,2021-03-12 13:11:39.401
137,4273,2021-03-12 13:11:39,434.4919786096256,512,1118,446,1097,66,21,2021-03-12 13:11:39.434
138,4273,2021-03-12 13:11:39,467.91443850267376,516,1120,448,1099,68,21,2021-03-12 13:11:39.468
139,4273,2021-03-12 13:11:39,501.3368983957219,520,1120,451,1099,69,21,2021-03-12 13:11:39.501
140,4273,2021-03-12 13:11:39,534.75935828877,523,1120,454,1099,69,21,2021-03-12 13:11:39.535
141,4273,2021-03-12 13:11:39,568.1818181818181,528,1119,460,1098,68,21,2021-03-12 13:11:39.568
142,4273,2021-03-12 13:11:39,601.6042780748663,531,1118,465,1096,66,22,2021-03-12 13:11:39.602
143,4273,2021-03-12 13:11:39,635.0267379679144,535,1119,466,1097,69,22,2021-03-12 13:11:39.635
144,4273,2021-03-12 13:11:39,668.4491978609625,535,1119,467,1098,68,21,2021-03-12 13:11:39.668
145,4273,2021-03-12 13:11:39,701.8716577540107,532,1118,462,1097,70,21,2021-03-12 13:11:39.702
146,4273,2021-03-12 13:11:39,735.2941176470588,535,1115,465,1094,70,21,2021-03-12 13:11:39.735
147,4273,2021-03-12 13:11:39,768.7165775401069,539,1112,470,1090,69,22,2021-03-12 13:11:39.769
148,4273,2021-03-12 13:11:39,802.1390374331551,543,1111,475,1089,68,22,2021-03-12 13:11:39.802
149,4273,2021-03-12 13:11:39,835.5614973262032,554,1106,483,1085,71,21,2021-03-12 13:11:39.836
150,4273,2021-03-12 13:11:39,868.9839572192512,561,1103,492,1082,69,21,2021-03-12 13:11:39.869
151,4273,2021-03-12 13:11:39,902.4064171122994,559,1107,490,1084,69,23,2021-03-12 13:11:39.902
152,4273,2021-03-12 13:11:39,935.8288770053475,559,1107,488,1084,71,23,2021-03-12 13:11:39.936
153,4273,2021-03-12 13:11:39,969.2513368983957,558,1107,485,1086,73,21,2021-03-12 13:11:39.969
154,4273,2021-03-12 13:11:39,1002.6737967914438,557,1111,487,1089,70,22,2021-03-12 13:11:40.003
155,4273,2021-03-12 13:11:39,1036.096256684492,556,1108,490,1086,66,22,2021-03-12 13:11:40.036
156,4273,2021-03-12 13:11:39,1069.51871657754,555,1109,490,1088,65,21,2021-03-12 13:11:40.070
157,4273,2021-03-12 13:11:39,1102.941176470588,554,1108,490,1087,64,21,2021-03-12 13:11:40.103
158,4273,2021-03-12 13:11:39,1136.3636363636363,552,1108,487,1088,65,20,2021-03-12 13:11:40.136
159,4273,2021-03-12 13:11:39,1169.7860962566845,546,1112,480,1090,66,22,2021-03-12 13:11:40.170
160,4273,2021-03-12 13:11:39,1203.2085561497327,537,1113,473,1091,64,22,2021-03-12 13:11:40.203
161,4273,2021-03-12 13:11:39,1236.6310160427806,537,1113,472,1091,65,22,2021-03-12 13:11:40.237
162,4273,2021-03-12 13:11:39,1270.0534759358288,537,1110,471,1087,66,23,2021-03-12 13:11:40.270
163,4273,2021-03-12 13:11:39,1303.475935828877,534,1109,469,1085,65,24,2021-03-12 13:11:40.303
164,4273,2021-03-12 13:11:39,1336.898395721925,534,1107,463,1083,71,24,2021-03-12 13:11:40.337
165,4273,2021-03-12 13:11:39,1370.3208556149732,535,1104,464,1081,71,23,2021-03-12 13:11:40.370
166,4273,2021-03-12 13:11:39,1403.7433155080214,534,1102,463,1078,71,24,2021-03-12 13:11:40.404
167,4273,2021-03-12 13:11:39,1437.1657754010694,536,1101,465,1077,71,24,2021-03-12 13:11:40.437
168,4273,2021-03-12 13:11:39,1470.5882352941176,537,1100,467,1077,70,23,2021-03-12 13:11:40.471
169,4273,2021-03-12 13:11:39,1504.0106951871658,539,1100,469,1076,70,24,2021-03-12 13:11:40.504
170,4273,2021-03-12 13:11:39,1537.4331550802137,543,1097,470,1073,73,24,2021-03-12 13:11:40.537
171,4273,2021-03-12 13:11:39,1570.855614973262,543,1097,475,1074,68,23,2021-03-12 13:11:40.571
172,4273,2021-03-12 13:11:39,1604.2780748663101,545,1094,475,1071,70,23,2021-03-12 13:11:40.604
173,4273,2021-03-12 13:11:39,1637.700534759358,549,1092,477,1069,72,23,2021-03-12 13:11:40.638
174,4273,2021-03-12 13:11:39,1671.1229946524063,552,1091,481,1067,71,24,2021-03-12 13:11:40.671
175,4273,2021-03-12 13:11:39,1704.5454545454545,548,1097,477,1074,71,23,2021-03-12 13:11:40.705
176,4273,2021-03-12 13:11:39,1737.9679144385025,548,1097,479,1074,69,23,2021-03-12 13:11:40.738
177,4273,2021-03-12 13:11:39,1771.3903743315507,550,1095,479,1071,71,24,2021-03-12 13:11:40.771
178,4273,2021-03-12 13:11:39,1804.8128342245989,549,1096,478,1071,71,25,2021-03-12 13:11:40.805
179,4273,2021-03-12 13:11:39,1838.2352941176468,545,1099,473,1075,72,24,2021-03-12 13:11:40.838
180,4273,2021-03-12 13:11:39,1871.657754010695,546,1102,477,1078,69,24,2021-03-12 13:11:40.872
181,4273,2021-03-12 13:11:39,1905.0802139037432,545,1103,476,1079,69,24,2021-03-12 13:11:40.905
182,4273,2021-03-12 13:11:39,1938.5026737967914,547,1104,476,1082,71,22,2021-03-12 13:11:40.939
183,4273,2021-03-12 13:11:39,1971.9251336898394,556,1105,484,1086,72,19,2021-03-12 13:11:40.972
184,4273,2021-03-12 13:11:39,2005.3475935828876,557,1109,487,1088,70,21,2021-03-12 13:11:41.005
185,4273,2021-03-12 13:11:39,2038.7700534759358,551,1115,482,1095,69,20,2021-03-12 13:11:41.039
186,4273,2021-03-12 13:11:39,2072.192513368984,551,1115,482,1094,69,21,2021-03-12 13:11:41.072
187,4273,2021-03-12 13:11:39,2105.614973262032,550,1117,476,1093,74,24,2021-03-12 13:11:41.106
188,4273,2021-03-12 13:11:39,2139.03743315508,545,1120,473,1098,72,22,2021-03-12 13:11:41.139
189,4273,2021-03-12 13:11:39,2172.4598930481284,545,1120,475,1100,70,20,2021-03-12 13:11:41.172
190,4273,2021-03-12 13:11:39,2205.882352941176,545,1120,474,1100,71,20,2021-03-12 13:11:41.206
191,4273,2021-03-12 13:11:39,2239.3048128342243,542,1122,473,1101,69,21,2021-03-12 13:11:41.239
192,4273,2021-03-12 13:11:39,2272.7272727272725,543,1122,474,1101,69,21,2021-03-12 13:11:41.273
193,4273,2021-03-12 13:11:39,2306.1497326203207,543,1125,473,1103,70,22,2021-03-12 13:11:41.306
194,4273,2021-03-12 13:11:39,2339.572192513369,542,1127,471,1106,71,21,2021-03-12 13:11:41.340
195,4273,2021-03-12 13:11:39,2372.994652406417,552,1123,481,1101,71,22,2021-03-12 13:11:41.373
196,4273,2021-03-12 13:11:39,2406.4171122994653,558,1121,485,1098,73,23,2021-03-12 13:11:41.406
197,4273,2021-03-12 13:11:39,2439.839572192513,562,1118,494,1094,68,24,2021-03-12 13:11:41.440
198,4273,2021-03-12 13:11:39,2473.2620320855613,556,1120,486,1096,70,24,2021-03-12 13:11:41.473
199,4273,2021-03-12 13:11:39,2506.6844919786095,552,1122,482,1100,70,22,2021-03-12 13:11:41.507
200,4273,2021-03-12 13:11:39,2540.1069518716577,548,1124,477,1100,71,24,2021-03-12 13:11:41.540
201,4273,2021-03-12 13:11:39,2573.529411764706,548,1124,479,1101,69,23,2021-03-12 13:11:41.574
202,4273,2021-03-12 13:11:39,2606.951871657754,547,1124,477,1102,70,22,2021-03-12 13:11:41.607
203,4273,2021-03-12 13:11:39,2640.374331550802,546,1124,477,1101,69,23,2021-03-12 13:11:41.640
204,4273,2021-03-12 13:11:39,2673.79679144385,546,1125,476,1102,70,23,2021-03-12 13:11:41.674
205,4273,2021-03-12 13:11:39,2707.219251336898,545,1125,478,1105,67,20,2021-03-12 13:11:41.707
206,4273,2021-03-12 13:11:39,2740.6417112299464,538,1122,476,1101,62,21,2021-03-12 13:11:41.741
207,4273,2021-03-12 13:11:39,2774.0641711229946,539,1119,476,1096,63,23,2021-03-12 13:11:41.774
208,4273,2021-03-12 13:11:39,2807.486631016043,533,1118,470,1095,63,23,2021-03-12 13:11:41.807
209,4273,2021-03-12 13:11:39,2840.9090909090905,530,1117,466,1093,64,24,2021-03-12 13:11:41.841
210,4273,2021-03-12 13:11:39,2874.3315508021387,532,1113,468,1090,64,23,2021-03-12 13:11:41.874
211,4273,2021-03-12 13:11:39,2907.754010695187,529,1111,468,1087,61,24,2021-03-12 13:11:41.908
212,4273,2021-03-12 13:11:39,2941.176470588235,526,1112,463,1088,63,24,2021-03-12 13:11:41.941
213,4273,2021-03-12 13:11:39,2974.5989304812833,521,1112,457,1086,64,26,2021-03-12 13:11:41.975
214,4273,2021-03-12 13:11:39,3008.0213903743315,517,1112,455,1087,62,25,2021-03-12 13:11:42.008
215,4273,2021-03-12 13:11:39,3041.4438502673797,517,1112,453,1087,64,25,2021-03-12 13:11:42.041
216,4273,2021-03-12 13:11:39,3074.8663101604275,516,1112,452,1087,64,25,2021-03-12 13:11:42.075
217,4273,2021-03-12 13:11:39,3108.2887700534757,518,1109,454,1084,64,25,2021-03-12 13:11:42.108
218,4273,2021-03-12 13:11:39,3141.711229946524,526,1106,464,1080,62,26,2021-03-12 13:11:42.142
219,4273,2021-03-12 13:11:39,3175.133689839572,526,1105,463,1080,63,25,2021-03-12 13:11:42.175
220,4273,2021-03-12 13:11:39,3208.5561497326203,529,1106,466,1081,63,25,2021-03-12 13:11:42.209
221,4273,2021-03-12 13:11:39,3241.9786096256685,528,1110,466,1085,62,25,2021-03-12 13:11:42.242
222,4273,2021-03-12 13:11:39,3275.401069518716,528,1113,466,1089,62,24,2021-03-12 13:11:42.275
223,4273,2021-03-12 13:11:39,3308.8235294117644,530,1114,467,1090,63,24,2021-03-12 13:11:42.309
224,4273,2021-03-12 13:11:39,3342.2459893048126,529,1117,467,1093,62,24,2021-03-12 13:11:42.342
225,4273,2021-03-12 13:11:39,3375.668449197861,530,1117,464,1092,66,25,2021-03-12 13:11:42.376
226,4273,2021-03-12 13:11:39,3409.090909090909,528,1120,465,1095,63,25,2021-03-12 13:11:42.409
227,4273,2021-03-12 13:11:39,3442.513368983957,529,1121,463,1096,66,25,2021-03-12 13:11:42.443
228,4273,2021-03-12 13:11:39,3475.935828877005,525,1122,461,1098,64,24,2021-03-12 13:11:42.476
229,4273,2021-03-12 13:11:39,3509.358288770053,522,1121,457,1096,65,25,2021-03-12 13:11:42.509
230,4273,2021-03-12 13:11:39,3542.7807486631013,521,1116,456,1091,65,25,2021-03-12 13:11:42.543
231,4273,2021-03-12 13:11:39,3576.2032085561495,524,1113,460,1089,64,24,2021-03-12 13:11:42.576
232,4273,2021-03-12 13:11:39,3609.6256684491977,520,1112,459,1088,61,24,2021-03-12 13:11:42.610
233,4273,2021-03-12 13:11:39,3643.048128342246,519,1110,457,1086,62,24,2021-03-12 13:11:42.643
234,4273,2021-03-12 13:11:39,3676.4705882352937,523,1109,459,1085,64,24,2021-03-12 13:11:42.676
235,4273,2021-03-12 13:11:39,3709.893048128342,526,1106,460,1083,66,23,2021-03-12 13:11:42.710
236,4273,2021-03-12 13:11:39,3743.31550802139,526,1105,463,1082,63,23,2021-03-12 13:11:42.743
237,4273,2021-03-12 13:11:39,3776.7379679144383,528,1105,463,1082,65,23,2021-03-12 13:11:42.777
238,4273,2021-03-12 13:11:39,3810.1604278074865,527,1104,462,1081,65,23,2021-03-12 13:11:42.810
239,4273,2021-03-12 13:11:39,3843.5828877005347,527,1107,463,1084,64,23,2021-03-12 13:11:42.844
240,4273,2021-03-12 13:11:39,3877.005347593583,525,1109,463,1085,62,24,2021-03-12 13:11:42.877
241,4273,2021-03-12 13:11:39,3910.4278074866306,523,1112,461,1088,62,24,2021-03-12 13:11:42.910
242,4273,2021-03-12 13:11:39,3943.850267379679,513,1117,449,1093,64,24,2021-03-12 13:11:42.944
243,4273,2021-03-12 13:11:39,3977.272727272727,507,1122,443,1099,64,23,2021-03-12 13:11:42.977
244,4273,2021-03-12 13:11:39,4010.695187165775,506,1126,442,1103,64,23,2021-03-12 13:11:43.011
245,4273,2021-03-12 13:11:39,4044.1176470588234,511,1120,448,1097,63,23,2021-03-12 13:11:43.044
246,4273,2021-03-12 13:11:39,4077.5401069518716,520,1101,453,1078,67,23,2021-03-12 13:11:43.078
247,4273,2021-03-12 13:11:39,4110.96256684492,520,1101,456,1079,64,22,2021-03-12 13:11:43.111
248,4273,2021-03-12 13:11:39,4144.385026737968,520,1101,456,1078,64,23,2021-03-12 13:11:43.144
249,4273,2021-03-12 13:11:39,4177.807486631016,511,1096,443,1073,68,23,2021-03-12 13:11:43.178
250,4273,2021-03-12 13:11:39,4211.229946524064,511,1095,444,1071,67,24,2021-03-12 13:11:43.211
