time,seconds_elapsed,y,z,x
1615525878977187300,0.144187255859375,0,9.806650161743164,0
1615525878986706200,0.1537060546875,2.190328359603882,9.558609962463379,0.07628456503152847
1615525878995461400,0.16246142578125,4.036410331726074,8.936419486999512,0.134706512093544
1615525879005461200,0.172461181640625,6.490087509155273,7.349573612213135,0.18124154210090637
1615525879011895300,0.178895263671875,6.490087509155273,7.349573612213135,0.18124154210090637
1615525879021971000,0.188970947265625,7.221575736999512,6.631133079528809,0.21718934178352356
1615525879031970800,0.198970703125,8.05839729309082,5.582951068878174,0.25127121806144714
1615525879038379000,0.20537890625,8.05839729309082,5.582951068878174,0.25127121806144714
1615525879043134000,0.210134033203125,8.18794059753418,5.390946865081787,0.25604337453842163
1615525879053133800,0.2201337890625,8.549270629882812,4.797341823577881,0.2564619183540344
1615525879062547700,0.229547607421875,8.549270629882812,4.797341823577881,0.2564619183540344
1615525879074241000,0.241240966796875,8.720357894897461,4.478122711181641,0.26836833357810974
1615525879085055200,0.25205517578125,8.802298545837402,4.314375877380371,0.27572014927864075
1615525879092181200,0.25918115234375,8.863077163696289,4.185861110687256,0.3076595962047577
1615525879106310700,0.273310546875,8.908885955810547,4.0838398933410645,0.35236412286758423
1615525879112641000,0.27964111328125,8.919194221496582,4.0603461265563965,0.36310091614723206
1615525879122641000,0.289640869140625,8.976644515991211,3.9283220767974854,0.397806316614151
1615525879128913200,0.2959130859375,8.976644515991211,3.9283220767974854,0.397806316614151
1615525879133218300,0.30021826171875,8.986952781677246,3.904183864593506,0.40287309885025024
1615525879143218400,0.310218505859375,9.046361923217773,3.765083074569702,0.39701926708221436
1615525879154792700,0.321792724609375,9.046361923217773,3.765083074569702,0.39701926708221436
1615525879159749600,0.32674951171875,9.051863670349121,3.752279043197632,0.39296984672546387
1615525879169749500,0.33674951171875,9.09328842163086,3.658209800720215,0.31566959619522095
1615525879181216300,0.34821630859375,9.09328842163086,3.658209800720215,0.31566959619522095
1615525879185120800,0.352120849609375,9.102570533752441,3.6358323097229004,0.3066048324108124
1615525879195120600,0.36212060546875,9.137527465820312,3.5447404384613037,0.33242490887641907
1615525879202205200,0.369205078125,9.137527465820312,3.5447404384613037,0.33242490887641907
1615525879212240400,0.379240478515625,9.142565727233887,3.5306429862976074,0.34377938508987427
1615525879222240500,0.389240478515625,9.109742164611816,3.6142098903656006,0.34685325622558594
1615525879228626200,0.395626220703125,9.109742164611816,3.6142098903656006,0.34685325622558594
1615525879235130000,0.402130126953125,9.090946197509766,3.6604366302490234,0.35504984855651855
1615525879245130000,0.4121298828125,9.041556358337402,3.7780277729034424,0.38346433639526367
1615525879252355600,0.41935546875,9.041556358337402,3.7780277729034424,0.38346433639526367
1615525879262280400,0.429280517578125,9.02844524383545,3.811291217803955,0.36266252398490906
1615525879272280300,0.4392802734375,9.018350601196289,3.8385331630706787,0.3245866298675537
1615525879278665500,0.44566552734375,9.018350601196289,3.8385331630706787,0.3245866298675537
1615525879283353600,0.450353515625,9.01773452758789,3.840482473373413,0.318307101726532
1615525879293353500,0.460353515625,9.020829200744629,3.832580804824829,0.3257403075695038
1615525879304934700,0.4719345703125,9.020829200744629,3.832580804824829,0.3257403075695038
1615525879309718500,0.476718505859375,9.015142440795898,3.8448543548583984,0.3383171856403351
1615525879319718700,0.48671875,8.992616653442383,3.894458293914795,0.3691575825214386
1615525879331287000,0.498287109375,8.992616653442383,3.894458293914795,0.3691575825214386
1615525879335132700,0.502132568359375,8.994105339050293,3.8909168243408203,0.37009647488594055
1615525879345132500,0.512132568359375,9.006043434143066,3.8643128871917725,0.358464777469635
1615525879351586000,0.5185859375,9.006043434143066,3.8643128871917725,0.358464777469635
1615525879354832000,0.521831787109375,9.01087474822998,3.853595018386841,0.35238122940063477
1615525879364831700,0.531831787109375,9.019804000854492,3.8304977416992188,0.37495020031929016
1615525879372408600,0.53940869140625,9.019804000854492,3.8304977416992188,0.37495020031929016
1615525879384558300,0.551558349609375,9.055824279785156,3.7416319847106934,0.4031349718570709
1615525879396582400,0.56358251953125,9.095898628234863,3.642918109893799,0.4050571620464325
1615525879403373300,0.570373291015625,9.107585906982422,3.613971710205078,0.401499480009079
1615525879416571400,0.5835712890625,9.106143951416016,3.6159749031066895,0.4160049557685852
1615525879423001600,0.590001708984375,9.101778030395508,3.6264560222625732,0.4205005168914795
1615525879433001700,0.600001708984375,9.095799446105957,3.6428871154785156,0.4073711335659027
1615525879438811000,0.605810791015625,9.095799446105957,3.6428871154785156,0.4073711335659027
1615525879443518000,0.61051806640625,9.095746040344238,3.643059730529785,0.40703970193862915
1615525879453517800,0.620517822265625,9.079216957092285,3.6836915016174316,0.4105151295661926
1615525879465117400,0.632117431640625,9.079216957092285,3.6836915016174316,0.4105151295661926
1615525879470342700,0.6373427734375,9.078688621520996,3.6850061416625977,0.41041693091392517
1615525879480342500,0.647342529296875,9.080428123474121,3.680845260620117,0.4092848598957062
1615525879491517000,0.658516845703125,9.080428123474121,3.680845260620117,0.4092848598957062
1615525879495447000,0.662447021484375,9.080042839050293,3.681759834289551,0.4095313847064972
1615525879505447200,0.672447265625,9.086755752563477,3.6654343605041504,0.4070616364479065
1615525879512964400,0.67996435546875,9.086755752563477,3.6654343605041504,0.4070616364479065
1615525879522793700,0.689793701171875,9.088478088378906,3.6613762378692627,0.4050504267215729
1615525879532793900,0.6997939453125,9.08829402923584,3.6627328395843506,0.3968244791030884
1615525879538103800,0.705103759765625,9.08829402923584,3.6627328395843506,0.3968244791030884
1615525879546236400,0.713236328125,9.087274551391602,3.6655988693237305,0.3935692608356476
1615525879556236500,0.723236572265625,9.08596134185791,3.6691813468933105,0.390715628862381
1615525879562627000,0.729626953125,9.08596134185791,3.6691813468933105,0.390715628862381
1615525879572571400,0.7395712890625,9.086467742919922,3.668016195297241,0.38990724086761475
1615525879582571500,0.749571533203125,9.09274673461914,3.652939796447754,0.38490474224090576
1615525879588958500,0.75595849609375,9.09274673461914,3.652939796447754,0.38490474224090576
1615525879594081800,0.761081787109375,9.09218692779541,3.654317617416382,0.38501596450805664
1615525879604082000,0.77108203125,9.113741874694824,3.6011111736297607,0.37662383913993835
1615525879615704000,0.7827041015625,9.113741874694824,3.6011111736297607,0.37662383913993835
1615525879620682200,0.78768212890625,9.113570213317871,3.6015799045562744,0.3764861822128296
1615525879630682000,0.79768212890625,9.124478340148926,3.574110269546509,0.3739275634288788
1615525879639013000,0.80601318359375,9.124478340148926,3.574110269546509,0.3739275634288788
1615525879646515500,0.813515380859375,9.1275634765625,3.566399574279785,0.3721133768558502
