time,seconds_elapsed,y,z,x
1615525879159749600,0.32674951171875,52.68000030517578,-33.47999954223633,-26.399999618530273
1615525879169749500,0.33674951171875,52.68000030517578,-33.47999954223633,-26.399999618530273
1615525879181216300,0.34821630859375,52.68000030517578,-33.47999954223633,-26.399999618530273
1615525879183100200,0.35010009765625,56.459999084472656,-35.81999969482422,-28.19999885559082
1615525879188477200,0.355477294921875,60.23999786376953,-38.21999740600586,-30
1615525879198477300,0.365477294921875,60.23999786376953,-38.21999740600586,-30
1615525879212240400,0.379240478515625,60.23999786376953,-38.21999740600586,-30
1615525879222240500,0.389240478515625,60.23999786376953,-38.15999984741211,-30
1615525879228626200,0.395626220703125,60.23999786376953,-38.15999984741211,-30
1615525879230739200,0.3977392578125,60.29999923706055,-38.099998474121094,-29.8799991607666
1615525879239035100,0.40603515625,60.3599967956543,-37.97999954223633,-29.69999885559082
1615525879249035000,0.416034912109375,60.41999816894531,-37.91999816894531,-29.579999923706055
1615525879262280400,0.429280517578125,60.41999816894531,-37.91999816894531,-29.579999923706055
1615525879272280300,0.4392802734375,60.47999954223633,-37.86000061035156,-29.459999084472656
1615525879278665500,0.44566552734375,60.47999954223633,-37.86000061035156,-29.459999084472656
1615525879280692000,0.44769189453125,60.53999710083008,-37.73999786376953,-29.34000015258789
1615525879289141500,0.4561416015625,60.599998474121094,-37.68000030517578,-29.219999313354492
1615525879299141600,0.4661416015625,60.65999984741211,-37.55999755859375,-29.099998474121094
1615525879309718500,0.476718505859375,60.65999984741211,-37.55999755859375,-29.099998474121094
1615525879319718700,0.48671875,60.65999984741211,-37.55999755859375,-29.03999900817871
1615525879331287000,0.498287109375,60.65999984741211,-37.55999755859375,-29.03999900817871
1615525879333350400,0.500350341796875,60.65999984741211,-37.5,-28.979999542236328
1615525879339299800,0.5062998046875,60.65999984741211,-37.5,-28.920000076293945
1615525879349300000,0.516300048828125,60.65999984741211,-37.5,-28.920000076293945
1615525879358760700,0.5257607421875,60.65999984741211,-37.5,-28.920000076293945
1615525879368760600,0.535760498046875,60.65999984741211,-37.439998626708984,-28.85999870300293
1615525879378760700,0.5457607421875,60.65999984741211,-37.439998626708984,-28.85999870300293
1615525879384558300,0.551558349609375,60.65999984741211,-37.439998626708984,-28.85999870300293
1615525879396582400,0.56358251953125,60.65999984741211,-37.439998626708984,-28.85999870300293
1615525879403373300,0.570373291015625,60.71999740600586,-37.380001068115234,-28.799999237060547
1615525879416571400,0.5835712890625,60.71999740600586,-37.380001068115234,-28.799999237060547
1615525879423001600,0.590001708984375,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879433001700,0.600001708984375,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879438811000,0.605810791015625,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879441046500,0.608046630859375,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879449320400,0.616320556640625,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879459320300,0.6263203125,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879470342700,0.6373427734375,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879480342500,0.647342529296875,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879491517000,0.658516845703125,60.71999740600586,-37.31999969482422,-28.799999237060547
1615525879493428700,0.6604287109375,60.779998779296875,-37.31999969482422,-28.799999237060547
1615525879498769400,0.665769287109375,60.779998779296875,-37.2599983215332,-28.799999237060547
1615525879508769500,0.67576953125,60.779998779296875,-37.2599983215332,-28.799999237060547
1615525879522793700,0.689793701171875,60.779998779296875,-37.2599983215332,-28.799999237060547
1615525879532793900,0.6997939453125,60.779998779296875,-37.2599983215332,-28.85999870300293
1615525879538103800,0.705103759765625,60.779998779296875,-37.2599983215332,-28.85999870300293
1615525879540991500,0.707991455078125,60.779998779296875,-37.20000076293945,-28.85999870300293
1615525879549087700,0.716087646484375,60.779998779296875,-37.13999938964844,-28.920000076293945
