time,seconds_elapsed,relativeAltitude,pressure
1615525897177113900,18.34411376953125,1.1573162078857422,1010.127685546875
1615525897361408800,18.52840869140625,1.1441059112548828,1010.12939453125
1615525897538499800,18.705499755859375,0.9934959411621094,1010.1474609375
1615525897718499800,18.885499755859374,0.7847557067871094,1010.17236328125
1615525897904290600,19.07129052734375,0.7847557067871094,1010.17236328125
1615525898086771000,19.25377099609375,0.5680885314941406,1010.198486328125
1615525898257204000,19.424203857421876,0.5231704711914062,1010.203857421875
1615525898449330700,19.61633056640625,0.44390296936035156,1010.213134765625
1615525898628143900,19.795143798828125,0.5469512939453125,1010.200927734375
1615525898798902500,19.965902587890625,0.6182918548583984,1010.1923828125
1615525898977770500,20.1447705078125,0.6288623809814453,1010.191162109375
1615525899161811500,20.3288115234375,32427.630859375,1
1615525899347847000,20.514846923828124,0.5813007354736328,1010.19677734375
1615525899521102000,20.68810205078125,0.6737804412841797,1010.185791015625
1615525899706035700,20.87303564453125,0.6394309997558594,1010.189697265625
1615525899888405200,21.0554052734375,0.6394309997558594,1010.189697265625
1615525900058885000,21.225885009765626,0.7583332061767578,1010.175537109375
1615525900238985200,21.405985107421873,0.8428859710693359,1010.16552734375
1615525900422430000,21.589429931640623,1.4611778259277344,1010.09130859375
1615525900601411800,21.768411865234373,1.019918441772461,1010.144287109375
1615525900780610000,21.947610107421873,1.0833320617675781,1010.13671875
1615525900963818800,22.13081884765625,1.1229667663574219,1010.1318359375
1615525901149758200,22.31675830078125,1.3237800598144531,1010.10791015625
1615525901325567000,22.49256689453125,1.030487060546875,1010.142822265625
1615525901505567000,22.67256689453125,0.9195117950439453,1010.15625
1615525901690136800,22.85713671875,0.9195117950439453,1010.15625
1615525901860637200,23.02763720703125,0.9036579132080078,1010.158203125
1615525902048257800,23.2152578125,0.8243904113769531,1010.167724609375
1615525902220860400,23.3878603515625,0.7583332061767578,1010.175537109375
1615525902404488000,23.571488037109376,1.104471206665039,1010.13427734375
1615525902584566300,23.751566162109373,0.7636184692382812,1010.175048828125
1615525902764566300,23.931566162109377,0.8587398529052734,1010.16357421875
1615525902943623700,24.110623779296876,0.8587398529052734,1010.16357421875
1615525903123623700,24.290623779296876,0.7028446197509766,1010.18212890625
1615525903313767000,24.480766845703126,0.7028446197509766,1010.18212890625
1615525903493767000,24.660766845703126,0.6790657043457031,1010.18505859375
1615525903664646000,24.83164599609375,0.6790657043457031,1010.18505859375
1615525903842515500,25.009515380859376,0.7213420867919922,1010.18017578125
1615525904025797400,25.19279736328125,1.0674800872802734,1010.138671875
1615525904202898400,25.3698984375,0.7953243255615234,1010.171142578125
1615525904389822000,25.556822021484376,0.8719501495361328,1010.161865234375
1615525904569822000,25.736822021484375,0.8983745574951172,1010.15869140625
1615525904753055000,25.920054931640625,0.8983745574951172,1010.15869140625
1615525904929037000,26.096037109375,0.9406490325927734,1010.15380859375
1615525905109037000,26.276037109375,0.8957309722900391,1010.1591796875
1615525905293610200,26.4606103515625,0.8957309722900391,1010.1591796875
1615525905464157000,26.631156982421874,0.8111782073974609,1010.169189453125
1615525905651735800,26.81873583984375,0.7953243255615234,1010.171142578125
1615525905824441000,26.991441162109375,0.8428859710693359,1010.16552734375
1615525906007937300,27.174937255859376,1.041055679321289,1010.141845703125
1615525906188070000,27.35506982421875,0.9221534729003906,1010.156005859375
1615525906368070000,27.53506982421875,0.8983745574951172,1010.158935546875
1615525906547090400,27.71409033203125,0.8983745574951172,1010.158935546875
1615525906727090400,27.89409033203125,1.0067062377929688,1010.14599609375
1615525906917433900,28.084433837890625,1.0067062377929688,1010.14599609375
1615525907089014500,28.2560146484375,0.8481712341308594,1010.164794921875
1615525907270089200,28.437089111328124,0.8798770904541016,1010.1611328125
1615525907446050800,28.61305078125,0.8402442932128906,1010.165771484375
1615525907629394000,28.796393798828124,0.8640232086181641,1010.1630859375
1615525907809876000,28.9768759765625,0.8296737670898438,1010.1669921875
1615525907987575000,29.154574951171874,0.7583332061767578,1010.175537109375
1615525908170671000,29.337671142578124,0.7662601470947266,1010.1748046875
1615525908348996400,29.515996337890623,0.7847557067871094,1010.17236328125
1615525908528996400,29.695996337890627,0.9512195587158203,1010.15234375
1615525908719085600,29.88608544921875,0.9512195587158203,1010.15234375
1615525908890520300,30.057520263671876,0.9036579132080078,1010.158203125
1615525909070184400,30.237184326171874,0.8323173522949219,1010.166748046875
1615525909247816700,30.414816650390627,0.9168701171875,1010.15673828125
1615525909431285200,30.59828515625,0.821746826171875,1010.16796875
1615525909609903400,30.7769033203125,0.8006095886230469,1010.17041015625
1615525909789446100,30.956446044921876,32427.630859375,1
1615525909972139800,31.139139892578125,0.7107715606689453,1010.18115234375
1615525910158311200,31.325311279296876,0.739837646484375,1010.177734375
1615525910338311200,31.505311279296876,0.7213420867919922,1010.18017578125
1615525910509787100,31.676787109375,0.7213420867919922,1010.18017578125
1615525910692010000,31.859010009765626,0.6394309997558594,1010.189697265625
1615525910871770400,32.03877026367188,0.5337390899658203,1010.20263671875
1615525911049691400,32.21669140625,0.39634132385253906,1010.218994140625
1615525911233031700,32.40003173828125,0.2880077362060547,1010.23193359375
1615525911411828700,32.578828857421875,0.20345497131347656,1010.2421875
1615525911595515000,32.762514892578125,0.18495941162109375,1010.244140625
1615525911774074400,32.941074462890626,-0.03963279724121094,1010.271240234375
1615525911954074400,33.121074462890626,0.15589523315429688,1010.247802734375
1615525912131653600,33.298653564453126,0.15589523315429688,1010.247802734375
1615525912310627600,33.47762768554688,0.2853660583496094,1010.232421875
1615525912500575000,33.66757495117187,0.2272357940673828,1010.2392578125
1615525912670965000,33.83796508789062,0.31443023681640625,1010.228759765625
1615525912852406800,34.01940673828125,0.28272438049316406,1010.232666015625
1615525913031436300,34.19843627929688,0.4993896484375,1010.20654296875
1615525913212451000,34.379451171875,0.47561073303222656,1010.20947265625
1615525913397258000,34.564258056640625,0.4306907653808594,1010.21484375
1615525913576723000,34.74372290039062,0.5152435302734375,1010.20458984375
1615525913756723000,34.92372290039062,0.6050815582275391,1010.19384765625
1615525913932333600,35.09933349609375,0.6050815582275391,1010.19384765625
1615525914115893800,35.28289379882813,0.5548782348632812,1010.199951171875
1615525914302485500,35.46948559570313,0.5522365570068359,1010.2001953125
1615525914476199400,35.64319946289063,0.6843490600585938,1010.184326171875
1615525914653082000,35.82008203125,0.6790657043457031,1010.18505859375
1615525914836539000,36.003538818359374,0.6896343231201172,1010.183837890625
1615525915015274200,36.182274169921875,0.6103649139404297,1010.193359375
1615525915200022800,36.36702270507813,0.6949176788330078,1010.18310546875
1615525915380022800,36.54702270507813,0.8138217926025391,1010.1689453125
1615525915564609300,36.731609375,0.8138217926025391,1010.1689453125
1615525915734340400,36.90134033203125,0.6235771179199219,1010.191650390625
1615525915914166000,37.081166015625,0.6975612640380859,1010.182861328125
1615525916104101000,37.27110107421875,0.6922760009765625,1010.18359375
1615525916275756800,37.4427568359375,0.7107715606689453,1010.181396484375
1615525916458043600,37.625043701171876,0.7768287658691406,1010.17333984375
1615525916644735000,37.81173486328125,0.5918693542480469,1010.195556640625
1615525916817164000,37.9841640625,0.5099601745605469,1010.205322265625
1615525916997164000,38.1641640625,0.4491863250732422,1010.212646484375
1615525917177164000,38.3441640625,0.4491863250732422,1010.212646484375
1615525917365459200,38.53245922851563,0.4491863250732422,1010.212646484375
1615525917545459200,38.71245922851563,0.4518299102783203,1010.21240234375
1615525917716051500,38.88305151367187,0.4518299102783203,1010.21240234375
1615525917906294500,39.07329443359375,0.4306907653808594,1010.21484375
1615525918076345900,39.243345947265624,0.5178852081298828,1010.204345703125
1615525918257680000,39.424679931640625,0.7319107055664062,1010.1787109375
1615525918440267800,39.60726782226563,0.7424793243408203,1010.177490234375
1615525918618788400,39.78578833007813,0.7292690277099609,1010.178955078125
1615525918802574800,39.96957495117187,0.7847557067871094,1010.17236328125
1615525918982574800,40.14957495117188,0.8587398529052734,1010.16357421875
1615525919167171000,40.33417114257813,0.8587398529052734,1010.16357421875
1615525919347171000,40.51417114257813,0.7451210021972656,1010.177001953125
1615525919529611500,40.696611572265624,0.7451210021972656,1010.177001953125
1615525919697932500,40.8649326171875,0.6790657043457031,1010.18505859375
1615525919881599500,41.048599609375,0.9168701171875,1010.15673828125
1615525920058427000,41.22542700195312,0.7028446197509766,1010.182373046875
1615525920243627300,41.410627197265626,0.6605682373046875,1010.187255859375
1615525920420638200,41.58763818359375,0.6420726776123047,1010.189453125
1615525920604374500,41.77137451171875,0.676422119140625,1010.185302734375
1615525920780990000,41.947989990234376,0.56280517578125,1010.198974609375
1615525920960990000,42.127989990234376,0.6262187957763672,1010.19140625
1615525921140990000,42.307989990234375,0.6262187957763672,1010.19140625
1615525921319717600,42.486717529296875,0.6262187957763672,1010.19140625
1615525921509484500,42.67648461914062,0.6394309997558594,1010.189697265625
1615525921681192200,42.84819213867188,0.594512939453125,1010.1953125
1615525921863220700,43.030220703125,0.594512939453125,1010.1953125
1615525922050136300,43.21713623046875,0.5205287933349609,1010.2041015625
1615525922221179100,43.38817919921875,0.4808940887451172,1010.208740234375
1615525922401899800,43.56889965820312,0.4465446472167969,1010.212890625
1615525922580870700,43.74787060546875,0.4703254699707031,1010.2099609375
1615525922764335900,43.9313359375,0.15589523315429688,1010.247802734375
1615525922950895900,44.11789575195313,0.4623985290527344,1010.211181640625
1615525923124756200,44.291756103515624,0.48882102966308594,1010.2080078125
1615525923301430000,44.46842993164063,0.4967479705810547,1010.20703125
1615525923485675300,44.65267529296875,0.4359760284423828,1010.21435546875
1615525923665043500,44.83204345703125,0.34613800048828125,1010.224853515625
1615525923845291500,45.01229150390625,0.26687049865722656,1010.234619140625
1615525924024337400,45.19133740234375,0.22987747192382812,1010.23876953125
1615525924204337400,45.37133740234375,0.2113819122314453,1010.2412109375
1615525924384779500,45.55177954101563,0.2113819122314453,1010.2412109375
1615525924564779500,45.73177954101563,0.03434944152832031,1010.262451171875
1615525924752725200,45.91972534179688,0.03434944152832031,1010.262451171875
1615525924926396200,46.09339624023438,0.06341552734375,1010.2587890625
1615525925106409000,46.273408935546875,0.03434944152832031,1010.262451171875
1615525925283464700,46.450464599609376,0.13739967346191406,1010.25
1615525925466912300,46.633912353515626,0.6790657043457031,1010.18505859375
1615525925647136000,46.814135986328125,0.12154579162597656,1010.251953125
1615525925825875500,46.99287548828125,0.15589523315429688,1010.247802734375
1615525926005875500,47.17287548828125,0.2430896759033203,1010.2373046875
1615525926187352000,47.35435205078125,0.2430896759033203,1010.2373046875
1615525926367352000,47.53435205078125,0.09776496887207031,1010.2548828125
1615525926554303200,47.72130322265625,0.09776496887207031,1010.2548828125
1615525926724766200,47.89176611328125,0.11890220642089844,1010.252197265625
1615525926908209200,48.075209228515625,0.6975612640380859,1010.182861328125
1615525927085112300,48.2521123046875,0.11626052856445312,1010.25244140625
1615525927266411000,48.43341088867187,0.08719635009765625,1010.255859375
1615525927449588700,48.61658862304687,0.10833358764648438,1010.25341796875
1615525927625719800,48.7927197265625,0.07134246826171875,1010.2578125
1615525927811428900,48.97842895507812,0.5099601745605469,1010.205322265625
1615525927997943600,49.164943603515624,-0.018495559692382812,1010.268798828125
1615525928177943600,49.344943603515624,0.09776496887207031,1010.2548828125
1615525928356137000,49.523136962890625,0.09776496887207031,1010.2548828125
1615525928526605000,49.69360498046875,0.05284690856933594,1010.260009765625
1615525928710219300,49.87721923828125,0.00792694091796875,1010.265625
1615525928887018800,50.054018798828125,0.1268291473388672,1010.251220703125
1615525929068300500,50.235300537109374,0.7424793243408203,1010.177490234375
1615525929251025700,50.41802563476563,0.2245941162109375,1010.239501953125
1615525929437142800,50.60414282226562,0.2060985565185547,1010.24169921875
1615525929613121300,50.78012133789063,0.26687049865722656,1010.234619140625
1615525929793121300,50.96012133789063,0.3831310272216797,1010.220703125
1615525929977646600,51.144646484375,0.3831310272216797,1010.220703125
1615525930148214000,51.315214111328125,0.4808940887451172,1010.208740234375
1615525930336824300,51.50382421875,0.9168701171875,1010.15673828125
1615525930511861800,51.67886181640625,0.44390296936035156,1010.213134765625
1615525930690712300,51.85771240234375,0.47296714782714844,1010.209716796875
1615525930869923000,52.03692309570312,0.4861793518066406,1010.208251953125
1615525931053140200,52.22014013671875,0.5865859985351562,1010.1962890625
1615525931229202400,52.396202392578125,0.5495929718017578,1010.200439453125
1615525931409202400,52.576202392578125,0.5495929718017578,1010.200439453125
1615525931601599700,52.768599853515624,0.5495929718017578,1010.200439453125
1615525931781599700,52.948599853515624,0.6605682373046875,1010.187255859375
1615525931954331400,53.121331298828125,0.6605682373046875,1010.187255859375
1615525932130108200,53.29710815429687,0.5337390899658203,1010.202392578125
1615525932313643000,53.48064306640625,0.594512939453125,1010.1953125
1615525932490517800,53.657517822265625,0.4861793518066406,1010.208251953125
1615525932671773200,53.83877319335937,0.5337390899658203,1010.20263671875
1615525932854282000,54.021281982421876,0.5575199127197266,1010.19970703125
1615525933033067300,54.2000673828125,0.4941062927246094,1010.207275390625
1615525933221091800,54.388091796875,0.41219520568847656,1010.217041015625
1615525933395067400,54.5620673828125,0.4201221466064453,1010.216064453125
1615525933581435000,54.74843481445313,0.322357177734375,1010.227783203125
1615525933751747800,54.91874780273437,0.3567066192626953,1010.2236328125
1615525933933002200,55.100002197265624,0.4359760284423828,1010.21435546875
1615525934112305400,55.279305419921876,0.14532470703125,1010.2490234375
1615525934295479600,55.4624794921875,0.06869888305664062,1010.25830078125
1615525934475733200,55.64273315429688,0.13475608825683594,1010.250244140625
1615525934663231200,55.83023120117188,0.08191108703613281,1010.256591796875
1615525934834800600,56.001800537109375,-0.013210296630859375,1010.26806640625
1615525935014800600,56.181800537109375,0.20345497131347656,1010.241943359375
1615525935194800600,56.361800537109374,0.20345497131347656,1010.241943359375
1615525935373258500,56.540258544921876,0.20345497131347656,1010.241943359375
1615525935556029200,56.723029296875,0.03434944152832031,1010.262451171875
1615525935733747000,56.900746826171876,0.2932929992675781,1010.231201171875
1615525935917207300,57.084207275390625,0.36463356018066406,1010.22265625
1615525936096245800,57.263245849609376,0.42804908752441406,1010.215087890625
1615525936279734300,57.446734375,0.4333324432373047,1010.214599609375
1615525936458390500,57.625390625,0.3672771453857422,1010.222412109375
1615525936638390500,57.805390625,0.39369964599609375,1010.21923828125
1615525936814737200,57.98173706054688,0.39369964599609375,1010.21923828125
1615525936994907100,58.1619072265625,0.35406494140625,1010.223876953125
1615525937184823000,58.35182299804688,0.34613800048828125,1010.22509765625
1615525937355285800,58.52228564453125,0.34877967834472656,1010.224609375
1615525937536769500,58.70376953125,0.36463356018066406,1010.222900390625
1615525937715771000,58.88277099609375,0.3672771453857422,1010.222412109375
1615525937899262000,59.06626196289063,0.34613800048828125,1010.224853515625
1615525938085912000,59.252912109375,0.32764244079589844,1010.227294921875
1615525938260292600,59.42729272460937,0.2536582946777344,1010.236083984375
1615525938440292600,59.60729272460937,0.31443023681640625,1010.228759765625
1615525938622172400,59.78917236328125,0.31443023681640625,1010.228759765625
1615525938797553200,59.96455322265625,0.2880077362060547,1010.23193359375
1615525938980027400,60.14702734375,0.23252105712890625,1010.238525390625
1615525939160027400,60.32702734375,0.25101661682128906,1010.236328125
1615525939337468200,60.50446826171875,0.25101661682128906,1010.236328125
1615525939520922400,60.68792236328125,0.24573135375976562,1010.237060546875
1615525939699797500,60.86679760742187,0.2563018798828125,1010.235595703125
1615525939887615700,61.05461572265625,0.2563018798828125,1010.23583984375
1615525940061819600,61.228819580078124,0.18760108947753906,1010.243896484375
1615525940241819600,61.408819580078124,0.1955280303955078,1010.242919921875
1615525940424015400,61.591015380859375,0.1955280303955078,1010.242919921875
1615525940598623500,61.76562353515625,0.1611785888671875,1010.2470703125
1615525940788548000,61.95554809570312,0.2272357940673828,1010.2392578125
1615525940959125000,62.126125,0.22987747192382812,1010.239013671875
1615525941146829800,62.31382983398437,0.3091468811035156,1010.2294921875
1615525941322803200,62.48980322265625,0.14796829223632812,1010.248779296875
1615525941501593600,62.66859350585938,0.08719635009765625,1010.255859375
1615525941685271600,62.852271484375,0.5495929718017578,1010.200439453125
1615525941863991800,63.03099169921875,-0.0026416778564453125,1010.266845703125
1615525942042195700,63.20919580078125,-0.029064178466796875,1010.27001953125
1615525942222195700,63.38919580078125,-0.2404460906982422,1010.29541015625
1615525942412489500,63.57948950195313,-0.2404460906982422,1010.29541015625
1615525942592489500,63.75948950195313,0.02378082275390625,1010.263671875
1615525942761829600,63.92882958984375,0.02378082275390625,1010.263671875
1615525942940979200,64.10797924804687,0.0158538818359375,1010.264404296875
1615525943124384300,64.29138427734375,0.07662582397460938,1010.25732421875
1615525943304384300,64.47138427734374,0.16910552978515625,1010.24609375
1615525943482045200,64.64904516601563,0.16910552978515625,1010.24609375
1615525943661781200,64.82878125,0.4941062927246094,1010.207275390625
1615525943841781200,65.00878125,0.22987747192382812,1010.239013671875
1615525944025392000,65.19239208984375,0.22987747192382812,1010.239013671875
1615525944210291700,65.37729174804687,0.2563018798828125,1010.23583984375
1615525944387087600,65.55408764648438,0.3065052032470703,1010.229736328125
1615525944562740700,65.72974072265625,0.34613800048828125,1010.224853515625
1615525944744311300,65.91131127929688,0.4359760284423828,1010.21435546875
1615525944922957600,66.08995751953125,0.39105796813964844,1010.219482421875
1615525945104840400,66.27184033203125,0.34613800048828125,1010.22509765625
1615525945283178800,66.4501787109375,0.3065052032470703,1010.229736328125
1615525945464728000,66.63172802734375,0.322357177734375,1010.227783203125
1615525945651939600,66.81893969726562,0.3408546447753906,1010.2255859375
1615525945833432300,67.00043237304688,0.2563018798828125,1010.235595703125
1615525946005986000,67.17298608398437,0.2747974395751953,1010.233642578125
1615525946184177700,67.351177734375,0.31443023681640625,1010.228759765625
1615525946364177700,67.531177734375,0.6182918548583984,1010.1923828125
1615525946544493600,67.71149365234375,0.6182918548583984,1010.1923828125
1615525946724493600,67.89149365234375,0.5654468536376953,1010.19873046875
1615525946906487800,68.07348779296875,0.5654468536376953,1010.19873046875
1615525947085269200,68.25226928710937,0.4703254699707031,1010.210205078125
1615525947265269200,68.43226928710938,0.21930885314941406,1010.240234375
1615525947450423600,68.61742358398438,0.21930885314941406,1010.240234375
1615525947635120400,68.80212036132812,0.208740234375,1010.241455078125
1615525947807598000,68.97459814453126,0.2219524383544922,1010.239990234375
1615525947985864200,69.1528642578125,0.177032470703125,1010.2451171875
1615525948169182000,69.33618188476562,0.20345497131347656,1010.2421875
1615525948355807000,69.52280688476563,0.24573135375976562,1010.237060546875
1615525948526712000,69.69371215820313,0.1796741485595703,1010.244873046875
1615525948707727600,69.8747275390625,0.34613800048828125,1010.224853515625
1615525948886585300,70.05358544921874,0.21402549743652344,1010.24072265625
1615525949067833900,70.23483374023438,0.2615852355957031,1010.235107421875
1615525949251085800,70.4180859375,0.1585369110107422,1010.247314453125
1615525949435603700,70.60260375976563,0.2880077362060547,1010.23193359375
1615525949615603700,70.78260375976562,0.2747974395751953,1010.2333984375
1615525949792232400,70.959232421875,0.2747974395751953,1010.2333984375
1615525949978657500,71.14565747070313,0.3091468811035156,1010.2294921875
1615525950149746700,71.31674658203124,0.33028411865234375,1010.226806640625
1615525950331385000,71.49838500976563,0.36463356018066406,1010.22265625
1615525950517478400,71.684478515625,0.34613800048828125,1010.224853515625
1615525950697478400,71.864478515625,0.385772705078125,1010.22021484375
1615525950868452400,72.03545239257812,0.385772705078125,1010.22021484375
1615525951058356000,72.22535595703125,0.3091468811035156,1010.2294921875
1615525951229496300,72.39649633789062,0.3091468811035156,1010.2294921875
1615525951409113900,72.57611376953125,0.2563018798828125,1010.23583984375
1615525951589113900,72.75611376953125,0.10569190979003906,1010.253662109375
1615525951769325300,72.9363251953125,0.10569190979003906,1010.253662109375
1615525951949325300,73.1163251953125,0.03434944152832031,1010.26220703125
1615525952130134300,73.29713427734374,0.03434944152832031,1010.26220703125
1615525952318235600,73.48523559570313,-0.018495559692382812,1010.268798828125
1615525952498235600,73.66523559570312,0.03434944152832031,1010.262451171875
1615525952670176300,73.83717626953126,0.03434944152832031,1010.262451171875
1615525952860235500,74.02723559570312,-0.06341361999511719,1010.27392578125
1615525953031007500,74.19800756835937,-0.06341361999511719,1010.274169921875
1615525953210787000,74.377787109375,-0.00792694091796875,1010.267333984375
1615525953400609300,74.567609375,-0.0819091796875,1010.2763671875
1615525953572586800,74.73958666992188,-0.06869888305664062,1010.274658203125
1615525953751985000,74.91898486328125,0,1010.266357421875
1615525953931985000,75.09898486328125,0.08983802795410156,1010.255615234375
1615525954113629200,75.28062915039062,0.08983802795410156,1010.255615234375
1615525954301470200,75.46847021484375,0.14532470703125,1010.2490234375
1615525954474046200,75.64104614257812,0.10569190979003906,1010.253662109375
1615525954662756900,75.8297568359375,0.04227638244628906,1010.261474609375
1615525954833330200,76.000330078125,0.1611785888671875,1010.2470703125
1615525955014055700,76.1810556640625,0.3065052032470703,1010.229736328125
1615525955192701700,76.35970166015625,0.08455276489257812,1010.25634765625
1615525955381157600,76.54815771484375,0.03963470458984375,1010.26171875
1615525955557940000,76.72493994140625,-0.18760108947753906,1010.2890625
1615525955737940000,76.90493994140625,-0.036991119384765625,1010.27099609375
1615525955915203300,77.08220336914063,-0.036991119384765625,1010.27099609375
1615525956103168300,77.27016821289062,-0.1321125030517578,1010.2822265625
1615525956275561000,77.44256103515625,-0.1955280303955078,1010.2900390625
1615525956454879700,77.62187963867187,-0.3065032958984375,1010.30322265625
