time,seconds_elapsed,lux
1615525904203485000,25.37048486328125,118
1615525904390284500,25.557284423828126,119
1615525904753553200,25.92055322265625,115
1615525904753570800,25.92057080078125,115
1615525904929527800,26.09652783203125,114
1615525905294274300,26.4612744140625,116
1615525905294293000,26.46129296875,116
1615525905464883200,26.63188330078125,117
1615525905652265000,26.819264892578126,117
1615525905824961500,26.99196142578125,118
1615525906008591000,27.175591064453126,118
1615525906188561000,27.355560791015623,116
1615525906548812800,27.715812744140624,116
1615525906548830700,27.715830810546876,116
1615525906918063900,28.08506396484375,118
1615525906918081800,28.085081787109374,118
1615525907089718300,28.25671826171875,118
1615525907270901800,28.43790185546875,119
1615525907446697000,28.613697021484374,119
1615525907630021400,28.797021484375,119
1615525907811578000,28.978578125,119
1615525907988289500,29.15528955078125,120
1615525908171256000,29.338256103515626,119
1615525908349597200,29.51659716796875,121
1615525908719814000,29.88681396484375,121
1615525908719852000,29.88685205078125,121
1615525908893408800,30.06040869140625,122
1615525909070794200,30.237794189453126,121
1615525909248342300,30.41534228515625,121
1615525909431881700,30.5988818359375,121
1615525909610305500,30.777305419921873,120
1615525909789928000,30.956927978515626,122
1615525909972611600,31.139611572265625,126
1615525910159010000,31.326010009765625,126
1615525910511079400,31.678079345703125,124
1615525910511105500,31.67810546875,124
1615525910692890600,31.859890625,123
1615525910872475000,32.03947485351563,123
1615525911050421200,32.217421142578125,123
1615525911234339300,32.40133935546875,123
1615525911412603000,32.57960278320313,125
1615525911596451600,32.76345166015625,126
1615525911774643700,32.941643798828125,126
1615525912132325400,33.29932543945313,124
1615525912132358100,33.299358154296876,124
1615525912311336400,33.47833642578125,121
1615525912501386800,33.66838671875,128
1615525912671396900,33.83839697265625,121
1615525912852881000,34.019880859375,122
1615525913032053800,34.1990537109375,122
1615525913213275000,34.38027490234375,121
1615525913397735200,34.564735107421875,122
1615525913577091000,34.74409106445312,123
1615525913932867600,35.09986767578125,125
1615525913932881700,35.09988159179687,125
1615525914116612400,35.2836123046875,125
1615525914303215600,35.470215576171874,126
1615525914476779800,35.64377978515625,122
1615525914653596700,35.8205966796875,122
1615525914837203000,36.004202880859374,125
1615525915015810300,36.182810302734374,123
1615525915200709000,36.36770922851562,122
1615525915565394200,36.73239428710937,85
1615525915565420300,36.73242016601562,85
1615525915734868200,36.9018681640625,91
1615525915914957300,37.08195727539062,105
1615525916104871700,37.27187158203125,109
1615525916276402000,37.44340185546875,111
1615525916458502700,37.62550268554688,113
1615525916645314600,37.812314453125,109
1615525916817710300,37.98471044921875,106
1615525917366101800,38.53310180664062,93
1615525917366121700,38.53312182617187,93
1615525917366145000,38.53314501953125,93
1615525917716603400,38.883603271484375,101
1615525917716618200,38.8836181640625,101
1615525917907109000,39.07410913085938,102
1615525918076971300,39.24397119140625,106
1615525918258317600,39.425317626953124,107
1615525918441228800,39.60822875976562,110
1615525918619842300,39.78684228515625,110
1615525918803321600,39.970321533203126,110
1615525919167879000,40.33487890625,110
1615525919167898400,40.3348984375,110
1615525919530167000,40.6971669921875,108
1615525919530185700,40.69718579101563,108
1615525919698551600,40.865551513671875,109
1615525919882126300,41.04912622070312,108
1615525920058972200,41.22597216796875,109
1615525920244295000,41.411294921875,109
1615525920421159700,41.58815966796875,109
1615525920606189000,41.77318896484375,112
1615525920782525700,41.94952563476563,113
1615525921324304600,42.4913046875,114
1615525921324503800,42.49150390625,114
1615525921324750800,42.49175073242188,114
1615525921510244000,42.677244140625,115
1615525921681644800,42.848644775390625,115
1615525921863883800,43.0308837890625,117
1615525922050989000,43.217989013671875,118
1615525922221742600,43.38874267578125,117
1615525922402317600,43.56931762695312,116
1615525922581287000,43.74828686523438,117
1615525922764636400,43.93163647460938,116
1615525922951384600,44.11838452148437,117
1615525923125251000,44.2922509765625,117
1615525923301929700,44.4689296875,117
1615525923486805500,44.65380541992187,118
1615525923665598000,44.832597900390624,120
1615525923846176800,45.0131767578125,118
1615525924024919800,45.191919921875,118
1615525924385233200,45.55223315429687,118
1615525924385251800,45.552251953125,118
1615525924753224700,45.920224609375,118
1615525924753250800,45.92025073242188,118
1615525924927156500,46.09415649414063,117
1615525925107622400,46.274622314453126,116
1615525925284096300,46.45109619140625,117
1615525925467400000,46.63439990234375,114
1615525925647732700,46.81473266601562,114
1615525925827638000,46.99463793945313,115
1615525926188068000,47.355068115234374,115
1615525926188087800,47.355087890625,115
1615525926368213500,47.53521362304687,115
1615525926555003400,47.72200341796875,114
1615525926725553200,47.89255322265625,115
1615525926909005600,48.07600561523437,115
1615525927086647000,48.25364697265625,114
1615525927267181300,48.43418139648438,115
1615525927450090500,48.617090576171876,112
1615525927626528800,48.79352880859375,114
1615525927812205300,48.97920532226563,116
1615525927998881800,49.1658818359375,117
1615525928170306800,49.337306884765624,117
1615525928356992800,49.52399267578125,115
1615525928527417000,49.6944169921875,115
1615525928711217200,49.878217041015624,112
1615525928887709000,50.054708984375,117
1615525929068765200,50.23576513671875,111
1615525929251406300,50.41840625,115
1615525929437640200,50.60464013671875,116
1615525929613788000,50.78078784179687,119
1615525929978369300,51.14536938476562,119
1615525929978387000,51.145386962890626,119
1615525930148741400,51.315741455078125,119
1615525930337593300,51.50459326171875,119
1615525930512537300,51.67953735351563,120
1615525930691275300,51.858275146484374,121
1615525930870802400,52.03780249023438,123
1615525931053585700,52.220585693359375,122
1615525931229845500,52.39684545898437,123
1615525931602223600,52.7692236328125,124
1615525931602241300,52.7692412109375,124
1615525931954820400,53.1218203125,117
1615525931954834200,53.121834228515624,117
1615525932130801200,53.29780126953125,121
1615525932315004700,53.482004638671874,119
1615525932491303400,53.65830346679687,126
1615525932672467000,53.839467041015624,127
1615525932855846100,54.02284619140625,126
1615525933033501000,54.2005009765625,123
1615525933221761300,54.38876123046875,123
1615525933395760400,54.56276049804688,123
1615525933582052000,54.749052001953125,122
1615525933754087200,54.92108715820312,119
1615525933933765000,55.10076513671875,119
1615525934112888300,55.27988842773438,123
1615525934295996400,55.46299633789062,121
1615525934476133000,55.64313305664062,118
1615525934663914800,55.830914794921874,119
1615525934835467300,56.00246728515625,118
1615525935373832000,56.54083203125,116
1615525935373846000,56.54084594726562,116
1615525935373866200,56.5408662109375,116
1615525935557964500,56.72496459960937,118
1615525935734246000,56.901245849609374,119
1615525935917830100,57.084830078125,120
1615525936096721000,57.263720947265625,120
1615525936280354000,57.44735400390625,118
1615525936458881800,57.6258818359375,120
1615525936815323000,57.982322998046875,117
1615525936815338000,57.982337890625,117
1615525936996818200,58.16381811523438,118
1615525937185460500,58.35246044921875,118
1615525937356040200,58.52304028320312,118
1615525937537562600,58.704562744140624,117
1615525937716296700,58.88329663085938,117
1615525937903024600,59.070024658203124,119
1615525938086625300,59.25362524414062,119
1615525938261042400,59.42804248046875,122
1615525938622923000,59.789923095703124,121
1615525938622960600,59.789960693359376,121
1615525938798366700,59.96536669921875,121
1615525938980880000,60.1478798828125,120
1615525939338164700,60.505164794921875,120
1615525939338181600,60.505181640625,120
1615525939521487600,60.68848754882813,121
1615525939700224800,60.86722485351562,121
1615525939888129000,61.05512890625,121
1615525940062183700,61.22918359375,121
1615525940424542000,61.5915419921875,123
1615525940424580400,61.59158032226563,123
1615525940599323000,61.766322998046874,124
1615525940789316600,61.956316650390626,123
1615525940959807700,62.126807861328125,122
1615525941148490000,62.315489990234376,122
1615525941323827000,62.490826904296874,121
1615525941502217500,62.66921752929687,120
1615525941686092800,62.8530927734375,119
1615525941864952600,63.03195263671875,120
1615525942042831400,63.20983129882813,115
1615525942413708000,63.5807080078125,115
1615525942413742800,63.580742919921875,115
1615525942762231300,63.92923120117187,121
1615525942762244400,63.929244384765624,121
1615525942941460700,64.10846069335938,120
1615525943125014000,64.29201391601562,121
1615525943482570200,64.6495703125,120
1615525943482582800,64.64958276367187,120
1615525943662301400,64.82930151367188,121
1615525944026022400,65.1930224609375,121
1615525944026042600,65.19304272460937,121
1615525944211246000,65.37824609375,121
1615525944387967000,65.55496704101563,120
1615525944563309000,65.73030908203125,117
1615525944744953300,65.91195336914062,118
1615525944923531300,66.09053125,120
1615525945105199900,66.27219995117187,120
1615525945283794200,66.45079418945312,123
1615525945465246000,66.63224584960938,107
1615525945652602000,66.81960205078126,113
1615525945834246100,67.00124609375,120
1615525946006653000,67.17365283203125,121
1615525946184725200,67.35172534179688,122
1615525946544913700,67.71191357421876,121
1615525946544927000,67.71192700195313,121
1615525946907000800,68.07400073242188,119
1615525946907014000,68.07401391601563,119
1615525947086135600,68.25313549804687,116
1615525947452003600,68.61900366210938,114
1615525947452025900,68.61902587890626,114
1615525947635765500,68.802765625,118
1615525947808171000,68.9751708984375,121
1615525947986899500,69.1538994140625,120
1615525948169684500,69.3366845703125,116
1615525948356741400,69.52374145507812,117
1615525948527337700,69.69433764648437,117
1615525948708320500,69.87532055664063,117
1615525948892024000,70.05902416992187,118
1615525949068409900,70.23540991210938,118
1615525949251571200,70.4185712890625,118
1615525949436268000,70.60326806640624,120
1615525949794055400,70.96105541992188,120
1615525949794073000,70.96107299804687,120
1615525949979297300,71.14629736328125,119
1615525950150283800,71.31728369140625,119
1615525950332054800,71.4990546875,119
1615525950518127000,71.68512719726563,119
1615525950869146600,72.03614672851562,120
1615525950869162200,72.03616235351562,120
1615525951059032600,72.22603247070313,119
1615525951230202000,72.3972021484375,119
1615525951409682700,72.5766826171875,119
1615525951770067000,72.93706689453126,119
1615525951770089200,72.93708911132812,119
1615525952130629600,73.29762963867188,120
1615525952130651400,73.2976513671875,120
1615525952318908000,73.48590795898437,121
1615525952670836500,73.83783642578125,120
1615525952670857500,73.837857421875,120
1615525952860751000,74.02775122070312,120
1615525953031429400,74.19842944335937,120
1615525953211177700,74.378177734375,121
1615525953401104600,74.56810473632812,120
1615525953573123300,74.74012329101562,120
1615525953752698600,74.91969873046875,121
1615525954114492000,75.28149194335937,121
1615525954114530600,75.28153051757812,121
1615525954302346800,75.4693466796875,120
1615525954474783500,75.64178344726562,119
1615525954663587800,75.830587890625,119
1615525954833961200,76.00096118164062,120
1615525955014774000,76.18177392578124,119
1615525955193245200,76.3602451171875,119
1615525955382352000,76.54935180664063,117
1615525955558820600,76.72582055664063,119
1615525955915902500,77.08290234375,120
1615525955915926800,77.0829267578125,120
1615525956103895800,77.27089575195312,118
1615525956276317700,77.44331762695313,124
1615525956455480600,77.62248046875,123
1615525956645862000,77.81286181640625,115
1615525956818154000,77.98515405273437,118
1615525956995143700,78.16214379882813,118
1615525957176788200,78.34378833007813,118
1615525957355137500,78.52213745117187,118
1615525957720422400,78.88742236328125,117
1615525957720439000,78.88743896484375,117
1615525957905647000,79.07264721679688,118
1615525958260953900,79.42795385742187,118
1615525958260977700,79.42797778320312,118
1615525958448981000,79.61598095703125,118
1615525958621524700,79.78852465820313,118
1615525958979719700,80.1467197265625,118
1615525958979733000,80.14673291015625,118
1615525959159180000,80.32617993164062,117
1615525959338107000,80.50510693359375,115
1615525959527059700,80.69405981445313,116
1615525959697404400,80.864404296875,116
1615525959881210600,81.04821069335938,116
1615525960057860000,81.22486010742188,116
1615525960238755800,81.405755859375,117
1615525960423305700,81.5903056640625,112
1615525960780302800,81.947302734375,109
1615525960780316200,81.94731616210937,109
1615525960962114600,82.12911450195313,112
1615525961150950000,82.31794995117187,118
1615525961323767800,82.49076782226562,116
1615525961681102800,82.84810278320313,111
1615525961681117200,82.8481171875,111
1615525961862300200,83.02930004882812,109
1615525962040954400,83.20795434570313,109
1615525962224694300,83.3916943359375,109
1615525962400064000,83.56706396484375,109
1615525962584208400,83.75120849609375,110
1615525962940621300,84.10762133789062,109
1615525962940636200,84.10763623046876,109
1615525963131708400,84.29870849609375,109
1615525963480976000,84.64797583007812,109
1615525963480991500,84.64799145507813,109
1615525963841403100,85.00840307617187,109
1615525963841418500,85.00841845703125,109
1615525964026694400,85.1936943359375,109
1615525964381943300,85.548943359375,109
1615525964381958100,85.54895825195312,109
1615525964573162200,85.74016235351563,109
1615525964745702000,85.91270190429688,109
1615525964932414000,86.0994140625,109
1615525965291127000,86.458126953125,109
1615525965291148000,86.45814794921876,109
1615525965464857600,86.63185766601562,110
1615525965643213000,86.81021313476562,110
1615525965824220000,86.99121997070313,110
1615525966003404800,87.17040478515625,109
1615525966187339000,87.35433911132813,109
1615525966543902500,87.71090234375,112
1615525966543916300,87.71091625976563,112
1615525966727535000,87.89453515625,113
1615525966904417300,88.07141723632813,115
1615525967087904000,88.25490405273437,115
1615525967445087500,88.61208740234375,114
1615525967445106400,88.6121064453125,114
1615525967625233200,88.79223315429688,114
1615525967995514400,89.16251440429687,113
1615525967995546600,89.16254663085938,113
1615525968166688800,89.33368872070312,113
1615525968357924600,89.52492456054688,112
1615525968526147600,89.69314770507812,113
1615525968709725400,89.87672534179687,110
1615525968889220400,90.05622045898437,111
1615525969257192700,90.42419262695313,106
1615525969257238000,90.42423803710938,106
1615525969427899100,90.59489916992187,107
1615525969791418000,90.95841821289062,107
1615525969791434800,90.95843481445313,107
1615525969977479000,91.14447900390626,109
1615525970327792400,91.49479248046875,110
1615525970327805000,91.49480493164063,110
1615525970509954800,91.67695483398437,109
1615525970688223000,91.85522290039063,109
1615525970876689400,92.043689453125,110
1615525971058741800,92.22574169921874,111
1615525971234533000,92.401533203125,111
1615525971408988400,92.57598852539063,111
1615525971598942700,92.76594262695312,111
1615525971769407500,92.93640747070313,111
1615525971951337000,93.1183369140625,110
1615525972129546000,93.2965458984375,110
1615525972313824300,93.48082421875,110
1615525972670171000,93.8371708984375,111
1615525972670186500,93.8371865234375,111
1615525973030702600,94.19770263671874,111
1615525973030718200,94.19771826171875,111
1615525973210683400,94.37768334960937,109
1615525973400603100,94.56760302734375,111
1615525973571797800,94.7387978515625,112
1615525973757876700,94.92487670898437,112
1615525973937476900,95.10447680664062,114
1615525974113550800,95.28055078125,115
1615525974294965000,95.46196508789062,117
1615525974661968100,95.82896801757812,112
1615525974661985500,95.82898559570313,112
1615525974832385300,95.99938525390625,113
1615525975012512000,96.17951196289063,110
1615525975202320600,96.36932055664063,122
1615525975374060500,96.541060546875,109
1615525975558712600,96.72571264648437,109
1615525975738095600,96.905095703125,110
1615525975915175000,97.0821748046875,110
1615525976273608400,97.4406083984375,109
1615525976273620000,97.44061987304687,109
1615525976460646100,97.62764624023437,109
1615525976643700700,97.81070068359375,111
1615525976816040000,97.9830400390625,111
1615525976996038400,98.16303833007812,112
1615525977174564600,98.34156469726562,113
1615525977355901000,98.52290087890626,115
1615525977538592300,98.70559228515626,114
1615525977724781600,98.89178149414063,114
1615525977895479800,99.06247973632813,112
1615525978266800400,99.43380029296875,113
1615525978266826500,99.43382641601562,113
1615525978435674000,99.60267407226563,113
1615525978623464200,99.79046411132812,113
1615525978796094200,99.96309423828124,112
1615525978979785700,100.14678564453125,112
1615525979166628400,100.33362841796875,112
1615525979341241600,100.50824169921874,112
1615525979526588400,100.69358837890626,113
1615525979705410600,100.87241064453124,112
1615525979889352000,101.05635205078126,112
1615525980061363000,101.22836303710938,111
1615525980240030500,101.40703051757812,112
1615525980417639200,101.58463916015624,112
1615525980600984600,101.76798461914062,113
1615525980779852500,101.9468525390625,113
1615525980963567400,102.1305673828125,113
1615525981320368400,102.48736840820312,113
1615525981320391400,102.48739135742187,113
1615525981508783000,102.675783203125,114
1615525981682489900,102.84948974609375,114
1615525981869112300,103.0361123046875,114
1615525982040302600,103.20730249023437,114
1615525982222556700,103.389556640625,114
1615525982403078400,103.57007836914063,114
1615525982581324800,103.74832470703124,114
1615525982941928700,104.1089287109375,114
1615525982941953500,104.10895361328124,114
1615525983125003300,104.29200317382812,111
1615525983310113000,104.47711303710938,111
1615525983485182200,104.65218212890625,112
1615525983670646800,104.83764672851562,113
1615525983841152500,105.00815258789062,111
1615525984022328600,105.18932861328125,113
1615525984209010400,105.37601049804688,123
1615525984381427000,105.54842700195313,108
1615525984743535900,105.91053588867187,110
1615525984743553300,105.91055322265625,110
1615525985112887300,106.27988720703125,109
1615525985112902700,106.27990258789063,109
1615525985285718800,106.45271875,109
1615525985467824000,106.63482421875,109
1615525985642828300,106.80982836914062,109
1615525985824250000,106.99125,109
1615525986006986800,107.17398681640626,109
1615525986185615000,107.35261499023437,109
1615525986364719900,107.53171997070312,104
1615525986555927000,107.72292700195312,107
1615525986728456000,107.8954560546875,105
1615525986914200600,108.08120068359375,115
1615525987084125700,108.25112573242187,113
1615525987267845600,108.434845703125,109
1615525987444541000,108.611541015625,109
1615525987627964400,108.79496435546875,114
1615525987808974800,108.97597485351562,116
1615525987995197400,109.16219750976562,104
1615525988170892000,109.33789208984375,111
1615525988530353700,109.69735375976562,107
1615525988530366500,109.69736645507813,107
1615525988711659800,109.87865966796875,108
1615525988886134500,110.05313452148438,108
1615525989069350000,110.23634985351562,102
1615525989248689000,110.41568896484375,107
1615525989429643800,110.59664379882813,103
1615525989788750000,110.95575,107
1615525989788765000,110.95576489257813,107
1615525990158944000,111.32594409179687,108
1615525990158960600,111.32596069335938,108
1615525990332196400,111.4991962890625,110
1615525990691302000,111.85830200195312,111
1615525990691316200,111.85831616210938,111
1615525990871405800,112.03840576171875,111
1615525991051314700,112.21831469726563,111
1615525991233913600,112.40091357421875,110
1615525991598500000,112.7655,112
1615525991598520000,112.76552001953125,112
1615525991774520000,112.94152001953125,111
1615525991949091800,113.116091796875,112
1615525992132606500,113.2996064453125,112
1615525992491509200,113.65850927734375,111
1615525992491522600,113.6585224609375,111
1615525992673309400,113.84030932617188,111
1615525992852141800,114.01914184570313,112
1615525993036794600,114.20379467773438,111
1615525993213272300,114.38027221679687,111
1615525993573898000,114.74089794921875,111
1615525993573923800,114.740923828125,111
1615525993765480200,114.93248022460938,111
1615525993931170600,115.09817065429688,110
1615525994298910700,115.46591064453125,109
1615525994298923000,115.46592309570312,109
1615525994474820900,115.64182080078125,109
1615525994653960000,115.8209599609375,109
1615525994837787100,116.004787109375,110
1615525995202139100,116.36913916015625,111
1615525995202155500,116.36915551757812,111
1615525995565623300,116.73262329101563,112
1615525995565642500,116.732642578125,112
1615525995737385000,116.90438500976562,108
1615525995913432300,117.08043237304688,104
1615525996094508500,117.26150854492188,111
1615525996280918800,117.44791870117187,111
1615525996455295200,117.62229516601562,109
1615525996818190600,117.98519067382813,110
1615525996818205700,117.98520581054687,110
1615525997183946800,118.35094677734375,110
1615525997183968000,118.35096801757813,110
1615525997356557300,118.52355737304687,110
1615525997534903000,118.70190307617187,110
1615525997714929400,118.88192944335937,110
1615525997905449500,119.07244946289063,110
1615525998079529000,119.24652905273437,113
1615525998266633700,119.4336337890625,110
1615525998436128300,119.60312817382813,109
1615525998805619700,119.97261962890624,115
1615525998805637600,119.9726376953125,115
1615525998975984000,120.14298413085938,115
1615525999163921400,120.33092138671876,112
1615525999339900200,120.50690014648437,113
1615525999516672500,120.68367260742187,115
1615525999706282200,120.8732822265625,115
1615525999880768000,121.04776806640625,111
1615526000237749200,121.40474926757813,121
1615526000237762000,121.40476196289063,121
1615526000417509400,121.58450927734376,117
1615526000607979300,121.77497924804688,116
1615526000777844000,121.94484399414063,114
1615526000962278400,122.1292783203125,134
1615526001138061300,122.30506127929688,119
1615526001320039000,122.48703881835938,117
1615526001690393600,122.8573935546875,115
1615526001690410500,122.85741040039062,115
1615526002039038700,123.20603881835937,117
1615526002039051300,123.20605126953124,117
1615526002222491100,123.3894912109375,117
1615526002409149400,123.5761494140625,117
1615526002579575000,123.74657495117188,117
1615526002761173000,123.92817309570313,118
1615526002943044400,124.11004443359376,118
1615526003122115000,124.28911499023438,120
1615526003484838700,124.65183862304687,121
1615526003484852700,124.65185278320313,121
1615526003663637800,124.8306376953125,121
1615526003850626800,125.01762670898438,122
1615526004021985800,125.18898583984375,120
1615526004204472800,125.37147290039063,119
1615526004381582600,125.54858251953125,124
1615526004562673200,125.72967309570312,123
1615526004931238700,126.09823876953125,123
1615526004931271700,126.09827172851563,123
1615526005294552600,126.46155249023437,123
1615526005294569000,126.46156884765625,123
1615526005465624800,126.63262475585938,124
1615526005646094600,126.81309448242187,124
1615526005830103300,126.99710327148438,125
1615526006002674400,127.16967431640624,127
1615526006186173400,127.35317333984375,127
1615526006373649000,127.54064892578126,128
1615526006546862600,127.71386254882813,126
1615526006909137700,128.0761376953125,121
1615526006909162500,128.07616259765626,121
1615526007084025600,128.25102563476563,118
1615526007273892600,128.440892578125,115
1615526007444142600,128.611142578125,114
1615526007625503000,128.7925029296875,111
1615526007804677000,128.9716770019531,108
1615526007987348200,129.15434814453124,114
1615526008165960200,129.33296020507814,107
1615526008534899200,129.7018991699219,103
1615526008534919200,129.70191918945312,103
1615526008897382000,130.0643818359375,105
1615526008897397500,130.0643974609375,105
1615526009065503700,130.23250366210937,107
1615526009247622700,130.41462255859375,107
1615526009432813800,130.59981372070314,111
1615526009610317800,130.77731787109374,111
1615526009788448300,130.9554482421875,112
1615526010150824200,131.31782421875,111
1615526010150846700,131.3178466796875,111
1615526010331438600,131.4984384765625,110
1615526010517265700,131.684265625,111
1615526010687363600,131.85436352539062,112
1615526010870784300,132.0377841796875,113
1615526011048276500,132.2152763671875,112
1615526011228981800,132.39598168945312,112
1615526011411692800,132.57869287109375,115
1615526011774361000,132.94136108398436,114
1615526011774376700,132.94137670898436,114
1615526012138534000,133.30553393554686,102
1615526012138549500,133.30554956054686,102
1615526012309628400,133.47662841796875,100
1615526012496557800,133.66355786132812,110
1615526012669197800,133.83619775390625,114
1615526012852914700,134.01991479492187,118
1615526013039412200,134.206412109375,116
1615526013213659600,134.38065966796876,112
1615526013575740700,134.74274072265624,105
1615526013575829200,134.74282934570311,105
1615526013750267600,134.917267578125,106
1615526013940200400,135.10720043945312,108
1615526014110775600,135.27777563476562,107
1615526014295427800,135.462427734375,116
1615526014474119000,135.6411188964844,106
1615526014653390600,135.820390625,107
1615526014837722600,136.00472265625,108
1615526015017902600,136.18490258789063,108
1615526015378282200,136.5452822265625,108
1615526015378299000,136.545298828125,108
1615526015563793000,136.73079296875,108
1615526015732262000,136.89926196289062,108
1615526016092740600,137.25974072265626,108
1615526016092754700,137.25975463867186,108
1615526016276263400,137.44326342773437,107
1615526016456918300,137.62391821289063,108
1615526016638802400,137.80580249023438,109
1615526016815368000,137.98236791992187,109
1615526017183499800,138.35049975585937,108
1615526017183518000,138.35051806640624,108
1615526017359177700,138.526177734375,108
1615526017543842800,138.7108427734375,107
1615526017714307600,138.8813076171875,107
1615526017896639700,139.0636396484375,109
1615526018078170400,139.24517041015625,108
1615526018256820700,139.42382080078124,108
1615526018615864000,139.78286401367188,110
1615526018615889200,139.78288916015626,110
1615526018806195200,139.9731953125,110
1615526018975703000,140.142703125,110
1615526019167713500,140.33471362304687,111
1615526019339320800,140.50632080078125,111
1615526019524817700,140.69181762695314,108
1615526019697565700,140.86456567382814,109
1615526019879925800,141.04692578125,109
