,Unnamed: 0,Pin Code,Video Timestamp,Time Passed,X-Coord (Both),Y-Coord (Both),X-Coord (Head),Y-Coord (Head),X-Coord (Eye),Y-Coord (Eye),Current Timestamp,Accelerometer_y,Accelerometer_z,Accelerometer_x,Barometer_relativeAltitude,Barometer_pressure,Gravity_y,Gravity_z,Gravity_x,Gyroscope_y,Gyroscope_z,Gyroscope_x,Light_lux,Magnetometer_y,Magnetometer_z,Magnetometer_x,Orientation_qy,Orientation_qx,Orientation_yaw,Orientation_qw,Orientation_qz,Orientation_roll,Orientation_pitch
471,471,8135,2021-03-12 13:12:09,3810.1604278074874,546,1109,477,1088,69,21,2021-03-12 13:12:12.810,-0.3383569717407227,0.6324505805969238,0.5683054924011229,0.5575199127197266,1010.19970703125,9.445899963378906,2.633240461349488,0.1056622713804245,-0.05006742849946022,-0.06391586363315582,-0.01597896590828896,126.0,60.59999847412109,-36.84000015258789,-30.35999870300293,-0.1628379970788955,0.5824310183525085,0.4924210906028748,0.7693399786949158,-0.2058449983596801,-0.04010481387376785,-1.298715114593506
472,472,8135,2021-03-12 13:12:09,3843.582887700535,544,1112,477,1090,67,22,2021-03-12 13:12:12.844,-0.4816474914550781,0.8990161418914795,0.7813371419906616,0.5575199127197266,1010.19970703125,9.445538520812988,2.634825468063354,0.09853197634220123,0.1363538503646851,-0.07137271761894226,0.03089267015457153,126.0,60.59999847412109,-36.84000015258789,-30.35999870300293,-0.1624069958925247,0.5824819803237915,0.4945865869522095,0.7693799734115601,-0.2058929949998856,-0.03737860172986984,-1.298578262329102
473,473,8135,2021-03-12 13:12:09,3877.005347593583,543,1112,473,1091,70,21,2021-03-12 13:12:12.877,-0.2687749862670898,0.3667616844177246,0.09239157289266586,0.5575199127197266,1010.19970703125,9.44814395904541,2.625990390777588,0.08358224481344223,-0.04474110901355743,-0.04048004746437073,-0.04048004746437073,126.0,60.53999710083008,-36.89999771118164,-30.29999923706055,-0.1618120074272156,0.5830339789390564,0.4995692372322082,0.769025981426239,-0.2061219960451126,-0.03181810677051543,-1.299568057060242
474,474,8135,2021-03-12 13:12:09,3910.427807486631,543,1113,475,1092,68,21,2021-03-12 13:12:12.910,-0.2950754165649414,1.334858894348144,0.6096929907798767,0.5575199127197266,1010.19970703125,9.445713996887207,2.634727478027344,0.08342837542295456,0.1352885812520981,-0.05965480953454971,-0.02769687585532665,126.0,60.41999816894531,-36.95999908447266,-30.23999977111816,-0.1616239994764328,0.5827040076255798,0.4994376301765442,0.7693250179290771,-0.2060869932174683,-0.03165432065725327,-1.298644542694092
475,475,8135,2021-03-12 13:12:09,3943.850267379679,541,1115,473,1094,68,21,2021-03-12 13:12:12.944,-0.5433645248413086,1.456533908843994,-0.3712462186813354,0.4941062927246094,1010.207275390625,9.445006370544434,2.637550830841064,0.07316811382770537,0.01491370238363743,-0.03834952041506767,0.04687163606286049,126.0,60.3599967956543,-37.02000045776367,-30.11999893188477,-0.1600459963083267,0.5830159783363342,0.4992837309837341,0.7697340250015259,-0.2049040049314499,-0.02773381769657135,-1.298376441001892
476,476,8135,2021-03-12 13:12:09,3977.272727272727,540,1116,472,1094,68,22,2021-03-12 13:12:12.977,-0.3576278686523437,0.895097017288208,0.635711133480072,0.4941062927246094,1010.207275390625,9.446017265319824,2.63395619392395,0.07177548855543138,-0.03195793181657791,-0.07669904083013535,-0.01065264455974102,123.0,60.23999786376953,-37.07999801635742,-30.0,-0.1600099951028824,0.5831829905509949,0.499682605266571,0.7696189880371094,-0.2048880010843277,-0.02724332734942436,-1.298759698867798
477,477,8135,2021-03-12 13:12:09,4010.695187165775,540,1118,471,1097,69,21,2021-03-12 13:12:13.011,-0.3871030807495117,1.271063566207886,0.7817174196243286,0.4941062927246094,1010.207275390625,9.446762084960938,2.631485223770142,0.06463292241096498,0.1033306494355202,-0.02237055450677872,-0.001065264455974102,123.0,60.23999786376953,-37.13999938964844,-30.05999946594239,-0.1594219952821732,0.5834519863128662,0.5011214017868042,0.7696040272712708,-0.2046380043029785,-0.02455644868314266,-1.299042463302612
478,478,8135,2021-03-12 13:12:09,4044.117647058824,540,1115,473,1093,67,22,2021-03-12 13:12:13.044,-0.5016937255859375,1.049807071685791,0.3867357671260834,0.4941062927246094,1010.207275390625,9.446431159973145,2.632475137710572,0.0717538595199585,-0.002130528911948204,-0.003195793367922306,0.01384843792766333,123.0,60.18000030517578,-37.2599983215332,-30.05999946594239,-0.1593150049448013,0.583437979221344,0.4972397089004517,0.7698220014572144,-0.2039390057325363,-0.02725043892860413,-1.298916816711426
479,479,8135,2021-03-12 13:12:09,4077.540106951872,540,1113,470,1092,70,21,2021-03-12 13:12:13.078,-0.2511625289916992,0.5702824592590332,0.4245041906833649,0.4941062927246094,1010.207275390625,9.444896697998047,2.637947797775269,0.07229264825582504,-0.002130528911948204,-0.07669904083013535,-0.03515372797846793,123.0,60.18000030517578,-37.31999969482422,-30.05999946594239,-0.1593800038099289,0.5831810235977173,0.4974543154239655,0.7699589729309082,-0.2041050046682358,-0.02739802189171314,-1.298334717750549
480,480,8135,2021-03-12 13:12:09,4110.96256684492,538,1114,468,1092,70,22,2021-03-12 13:12:13.111,-0.3281641006469727,0.8462870121002197,0.3001311123371124,0.4941062927246094,1010.207275390625,9.440495491027832,2.654035806655884,0.05780205503106117,0.002130528911948204,-0.05965480953454971,-0.05752427875995636,123.0,60.23999786376953,-37.43999862670898,-30.05999946594239,-0.158597007393837,0.5826910138130188,0.5027409791946411,0.7703559994697571,-0.2046180069446564,-0.02177548594772816,-1.296672105789185
481,481,8135,2021-03-12 13:12:09,4144.3850267379685,538,1111,470,1089,68,22,2021-03-12 13:12:13.144,-0.3548116683959961,1.126267194747925,0.4365400969982147,0.4121952056884766,1010.217041015625,9.4384126663208,2.661359786987305,0.06025675684213638,-0.003195793367922306,-0.02450108155608177,0.008522115647792816,123.0,60.23999786376953,-37.43999862670898,-30.05999946594239,-0.1586650013923645,0.5823519825935364,0.5020900368690491,0.7705829739570618,-0.2046740055084229,-0.02263747341930866,-1.295888662338257
482,482,8135,2021-03-12 13:12:09,4177.807486631016,537,1110,467,1089,70,21,2021-03-12 13:12:13.178,-0.3635425567626953,0.8934628963470459,0.525246262550354,0.4121952056884766,1010.217041015625,9.437566757202148,2.664320945739746,0.06253025680780411,0.01597896590828896,-0.03515372797846793,-0.02769687585532665,123.0,60.3599967956543,-37.55999755859375,-30.05999946594239,-0.1586810052394867,0.5822179913520813,0.5011552572250366,0.7707070112228394,-0.2045769989490509,-0.02346518263220787,-1.295570850372314
483,483,8135,2021-03-12 13:12:09,4211.229946524064,539,1110,468,1088,71,22,2021-03-12 13:12:13.211,-0.445713996887207,1.003827810287476,0.42591992020607,0.4121952056884766,1010.217041015625,9.433547019958496,2.678454399108887,0.06608852744102478,0.037284255027771,-0.01810949668288231,0.01171790901571512,123.0,60.3599967956543,-37.55999755859375,-30.0,-0.1587170064449311,0.5815889835357666,0.5001789927482605,0.77115398645401,-0.2046560049057007,-0.02466912381350994,-1.294066786766052
484,484,8135,2021-03-12 13:12:09,4244.652406417112,541,1108,472,1088,69,20,2021-03-12 13:12:13.245,-0.2937450408935547,0.7448680400848389,0.603976845741272,0.4121952056884766,1010.217041015625,9.434806823730467,2.674052000045776,0.06520254164934157,-0.002130528911948204,-0.05006742849946022,-0.02663161233067513,123.0,60.41999816894531,-37.55999755859375,-30.0,-0.1586579978466034,0.5817980170249939,0.5002090930938721,0.7710369825363159,-0.2045499980449677,-0.0243785921484232,-1.29453718662262
485,485,8135,2021-03-12 13:12:09,4278.07486631016,542,1107,478,1086,64,21,2021-03-12 13:12:13.278,-0.4676980972290039,0.9057555198669434,0.6166149377822876,0.4121952056884766,1010.217041015625,9.431589126586914,2.685547113418579,0.05735285207629204,0.002130528911948204,-0.06817692518234253,-0.01917476020753384,123.0,60.41999816894531,-37.55999755859375,-30.0,-0.1582880020141602,0.5813949704170227,0.5033423900604248,0.7713069915771484,-0.2049629986286164,-0.021352868527174,-1.293336749076843
486,486,8135,2021-03-12 13:12:09,4311.497326203208,545,1106,478,1083,67,23,2021-03-12 13:12:13.311,-0.5221405029296875,2.13298773765564,0.1360595971345901,0.4201221466064453,1010.216064453125,9.433359146118164,2.679357767105103,0.05427943542599678,-0.06178534030914306,-0.05539375171065331,0.08096009492874147,123.0,60.3599967956543,-37.5,-29.93999862670898,-0.1581529974937439,0.5817030072212219,0.5041114091873169,0.7711200118064879,-0.2048940062522888,-0.02025560475885868,-1.293996334075928
487,487,8135,2021-03-12 13:12:09,4344.919786096257,546,1106,478,1084,68,22,2021-03-12 13:12:13.345,-0.1583747863769531,1.101861476898193,0.3000600934028625,0.4201221466064453,1010.216064453125,9.438300132751463,2.661823511123657,0.05787307396531105,0.004261057823896408,-0.03621899336576462,0.07030745595693587,123.0,60.3599967956543,-37.5,-29.93999862670898,-0.158391997218132,0.5824059844017029,0.5023572444915771,0.7706400156021118,-0.2045180052518845,-0.02173846401274204,-1.295846343040466
488,488,8135,2021-03-12 13:12:09,4378.3422459893045,551,1103,484,1083,67,20,2021-03-12 13:12:13.378,-0.5658998489379883,0.1796526908874511,0.5919681191444397,0.4201221466064453,1010.216064453125,9.43881130218506,2.659870624542236,0.06284604221582413,0.06178534030914306,-0.001065264455974102,-0.07456851005554199,123.0,60.3599967956543,-37.5,-29.8799991607666,-0.1580439954996109,0.5825859904289246,0.4986030161380768,0.7708160281181335,-0.2036069929599762,-0.02362308464944363,-1.296038389205933
489,489,8135,2021-03-12 13:12:09,4411.764705882352,551,1102,485,1081,66,21,2021-03-12 13:12:13.412,-0.507075309753418,1.474784851074219,0.4351382553577423,0.4201221466064453,1010.216064453125,9.432659149169922,2.681549072265625,0.06644698977470398,0.003195793367922306,-0.03408846259117126,-0.01704423129558563,123.0,60.29999923706055,-37.43999862670898,-29.8799991607666,-0.1581529974937439,0.5816069841384888,0.4982057511806488,0.7714430093765259,-0.2039490044116974,-0.02477425895631313,-1.29373562335968
490,490,8135,2021-03-12 13:12:09,4445.187165775401,548,1105,481,1083,67,22,2021-03-12 13:12:13.445,-0.2393932342529297,1.294257164001465,0.4548471570014954,0.4201221466064453,1010.216064453125,9.433127403259276,2.680117607116699,0.05631488561630249,0.08628641813993454,-0.03834952041506767,0.03515372797846793,123.0,60.18000030517578,-37.38000106811523,-29.93999862670898,-0.1572480052709579,0.581915020942688,0.5000290274620056,0.7715020179748535,-0.2035450041294098,-0.02100900374352932,-1.293910264968872
491,491,8135,2021-03-12 13:12:09,4478.609625668449,546,1107,477,1086,69,21,2021-03-12 13:12:13.479,-0.2120294570922852,1.231971979141235,0.4003266394138336,0.4201221466064453,1010.216064453125,9.434494018554688,2.675365209579468,0.05337459594011307,-0.02024002373218536,-0.01597896590828896,-0.01491370238363743,123.0,60.18000030517578,-37.38000106811523,-30.0,-0.1568669974803925,0.5822259783744812,0.4999585747718811,0.7714430093765259,-0.2031729966402054,-0.01994774863123894,-1.29442024230957
492,492,8135,2021-03-12 13:12:09,4512.032085561497,544,1106,473,1085,71,21,2021-03-12 13:12:13.512,-0.4185047149658203,0.9611389636993408,0.2869736552238464,0.322357177734375,1010.227783203125,9.435068130493164,2.673259258270264,0.05659428611397743,0.06604639440774918,-0.06072007492184639,0.05219795927405357,122.0,60.18000030517578,-37.31999969482422,-30.05999946594239,-0.1570789963006973,0.5822610259056091,0.4989992082118988,0.7713810205459595,-0.2031430006027221,-0.02116735838353634,-1.294635057449341
493,493,8135,2021-03-12 13:12:09,4545.454545454545,544,1111,476,1089,68,22,2021-03-12 13:12:13.545,-0.334075927734375,0.5051205158233643,0.3717230558395386,0.322357177734375,1010.227783203125,9.44161891937256,2.650437355041504,0.03409413993358612,0.05432848632335663,-0.07456851005554199,0.02343581803143024,122.0,60.23999786376953,-37.2599983215332,-30.17999839782715,-0.156361997127533,0.5834519863128662,0.5067092776298523,0.7705280184745789,-0.2035180032253265,-0.01286288071423769,-1.297095417976379
494,494,8135,2021-03-12 13:12:09,4578.877005347594,545,1113,476,1092,69,21,2021-03-12 13:12:13.579,-0.3290596008300781,0.7149374485015869,0.4034026563167572,0.322357177734375,1010.227783203125,9.441390991210938,2.651310205459595,0.03114493377506733,0.01810949668288231,-0.05752427875995636,-0.01278317347168922,122.0,60.23999786376953,-37.2599983215332,-30.17999839782715,-0.1565070003271103,0.5833749771118164,0.5087124705314636,0.770438015460968,-0.2039700001478195,-0.01174645777791739,-1.297009587287903
495,495,8135,2021-03-12 13:12:09,4612.2994652406405,543,1114,473,1092,70,22,2021-03-12 13:12:13.612,-0.2771081924438477,0.6838536262512207,0.3631570041179657,0.322357177734375,1010.227783203125,9.44211196899414,2.64887523651123,0.01392974145710468,0.0788295716047287,-0.05432848632335663,0.02450108155608177,122.0,60.29999923706055,-37.43999862670898,-30.23999977111816,-0.1555020064115525,0.5837500095367432,0.513738751411438,0.770350992679596,-0.2039929926395417,-0.005258689634501934,-1.297281503677368
496,496,8135,2021-03-12 13:12:09,4645.721925133689,548,1108,483,1085,65,23,2021-03-12 13:12:13.646,-0.3000478744506836,1.350624084472656,-0.02508431859314442,0.322357177734375,1010.227783203125,9.441109657287598,2.652481079101562,0.009522007778286934,0.02024002373218536,-0.007456851191818714,-0.008522115647792816,122.0,60.3599967956543,-37.55999755859375,-30.17999839782715,-0.1552899926900863,0.5836489796638489,0.5153470039367676,0.7704280018806458,-0.2041539996862411,-0.003589833853766322,-1.296903371810913
497,497,8135,2021-03-12 13:12:09,4679.144385026738,548,1109,479,1088,69,21,2021-03-12 13:12:13.679,-0.3157873153686523,1.149658679962158,0.75346440076828,0.3567066192626953,1010.2236328125,9.442483901977539,2.647545099258423,0.01627148315310478,0.02343581803143024,-0.03621899336576462,0.01171790901571512,119.0,60.3599967956543,-37.55999755859375,-30.11999893188477,-0.1556300073862076,0.5837739706039429,0.5129594802856445,0.7703210115432739,-0.2039410024881363,-0.006145797669887543,-1.297421932220459
498,498,8135,2021-03-12 13:12:09,4712.566844919786,547,1107,481,1086,66,21,2021-03-12 13:12:13.713,-0.5335502624511719,1.004537343978882,0.4800985157489777,0.3567066192626953,1010.2236328125,9.444768905639648,2.639437675476074,0.007121522445231677,0.07350324839353561,-0.06072007492184639,0.04580637067556381,119.0,60.41999816894531,-37.68000030517578,-30.0,-0.1548320055007935,0.58433997631073,0.5144772529602051,0.7701820135116577,-0.2034530043601989,-0.002698114607483149,-1.298286318778992
499,499,8135,2021-03-12 13:12:09,4745.989304812834,554,1100,487,1079,67,21,2021-03-12 13:12:13.746,-0.2915430068969727,0.864027738571167,0.3859498798847199,0.3567066192626953,1010.2236328125,9.446969985961914,2.631506681442261,0.005502104759216309,-0.01597896590828896,-0.02450108155608177,0.002130528911948204,119.0,60.41999816894531,-37.86000061035156,-29.8799991607666,-0.1548880040645599,0.5846710205078125,0.5151755213737488,0.769910991191864,-0.2034810036420822,-0.002090854104608297,-1.299121499061584
500,500,8135,2021-03-12 13:12:09,4779.411764705882,554,1100,487,1079,67,21,2021-03-12 13:12:13.779,-0.3439531326293945,1.088126420974731,0.5564606189727783,0.3567066192626953,1010.2236328125,9.446707725524902,2.632462978363037,0.007373889908194542,0.03089267015457153,-0.07030745595693587,0.02876213937997818,119.0,60.3599967956543,-37.86000061035156,-29.81999969482422,-0.1548440009355545,0.5846409797668457,0.5141260623931885,0.769993007183075,-0.2032919973134995,-0.002801129827275872,-1.29902184009552
501,501,8784,2021-03-12 13:12:23,33.42245989304813,485,1069,422,1045,63,24,2021-03-12 13:12:23.033,-0.2817916870117188,1.040248394012451,0.5745816826820374,0.07662582397460938,1010.25732421875,9.485102653503418,2.488804817199707,0.0945977121591568,-0.004261057823896408,-0.04474110901355743,-0.06604639440774918,121.0,59.45999908447266,-37.13999938964844,-30.42000007629395,-0.1655540019273758,0.5879610180854797,0.4996814429759979,0.7642319798469543,-0.2069839984178543,-0.037991002202034,-1.314010620117188
502,502,8784,2021-03-12 13:12:23,66.84491978609626,486,1072,420,1050,66,22,2021-03-12 13:12:23.067,-0.5076894760131836,1.355762958526611,0.2129493653774261,0.07662582397460938,1010.25732421875,9.481157302856444,2.503690242767334,0.09709975868463516,0.01171790901571512,-0.02450108155608177,0.05219795927405357,121.0,59.57999801635742,-37.13999938964844,-30.42000007629395,-0.1657110005617141,0.587270975112915,0.4997062385082245,0.7646350264549255,-0.2073280066251755,-0.03876322880387306,-1.312431216239929
503,503,8784,2021-03-12 13:12:23,100.26737967914438,484,1075,421,1051,63,24,2021-03-12 13:12:23.100,-0.2922334671020508,0.5408232212066649,0.4301360845565796,0.07662582397460938,1010.25732421875,9.485967636108398,2.485447645187378,0.0953911989927292,0.01171790901571512,-0.05006742849946022,0.01171790901571512,121.0,59.63999938964844,-37.20000076293945,-30.42000007629395,-0.1660950034856797,0.5879539847373962,0.5009289979934692,0.763966977596283,-0.2075459957122803,-0.03836105763912201,-1.314358115196228
504,504,8784,2021-03-12 13:12:23,133.6898395721925,484,1074,419,1052,65,22,2021-03-12 13:12:23.134,-0.448430061340332,0.8548574447631836,0.4070081412792206,0.07662582397460938,1010.25732421875,9.48414707183838,2.492236614227295,0.09936551004648207,0.01810949668288231,-0.01810949668288231,-0.01065264455974102,121.0,59.63999938964844,-37.20000076293945,-30.42000007629395,-0.1663019955158233,0.5876010060310364,0.4999289512634277,0.7641649842262268,-0.2076510041952133,-0.03984890878200531,-1.313626885414124
505,505,8784,2021-03-12 13:12:23,167.11229946524062,484,1075,423,1051,61,24,2021-03-12 13:12:23.167,-0.2757568359375,0.8824439048767091,0.3885203003883362,0.07662582397460938,1010.25732421875,9.483856201171877,2.493380546569824,0.09869974106550217,0.01065264455974102,-0.06391586363315582,0.01278317347168922,121.0,59.63999938964844,-37.2599983215332,-30.42000007629395,-0.1662220060825348,0.5875740051269531,0.5000649094581604,0.7642099857330322,-0.2076269984245301,-0.03956405073404312,-1.313510417938232
506,506,8784,2021-03-12 13:12:23,200.5347593582888,484,1076,424,1053,60,23,2021-03-12 13:12:23.201,-0.2837715148925781,0.928936243057251,0.4195060729980469,0.07662582397460938,1010.25732421875,9.482294082641602,2.499560594558716,0.09165595471858977,-0.00532632227987051,-0.05752427875995636,-0.05539375171065331,121.0,59.63999938964844,-37.31999969482422,-30.42000007629395,-0.1661330014467239,0.5873309969902039,0.5037446618080139,0.7642539739608765,-0.2082210034132004,-0.03665240481495857,-1.312885284423828
507,507,8784,2021-03-12 13:12:23,233.95721925133685,486,1078,424,1056,62,22,2021-03-12 13:12:23.234,-0.5468568801879883,1.550336837768555,0.3442695140838623,0.1691055297851562,1010.24609375,9.482017517089844,2.500652313232422,0.09027808904647827,0.0788295716047287,-0.03515372797846793,0.07243798673152924,121.0,59.63999938964844,-37.31999969482422,-30.42000007629395,-0.1659300029277802,0.5873410105705261,0.5038244724273682,0.7643250226974487,-0.2080930024385453,-0.03608614578843117,-1.312774538993835
508,508,8784,2021-03-12 13:12:23,267.379679144385,492,1088,425,1067,67,21,2021-03-12 13:12:23.267,-0.1585264205932617,0.4558136463165283,0.4410040974617005,0.1691055297851562,1010.24609375,9.486336708068848,2.484266042709351,0.08931158483028412,-0.004261057823896408,-0.04474110901355743,0.007456851191818714,121.0,59.63999938964844,-37.38000106811523,-30.42000007629395,-0.1661169975996017,0.5879989862442017,0.5041083693504333,0.7637940049171448,-0.2080370038747787,-0.0359354168176651,-1.314506530761719
509,509,8784,2021-03-12 13:12:23,300.8021390374332,496,1092,427,1072,69,20,2021-03-12 13:12:23.301,-0.367030143737793,0.8450074195861816,0.4095743298530579,0.1691055297851562,1010.24609375,9.484149932861328,2.492509841918945,0.09201090782880783,-0.06604639440774918,-0.04580637067556381,-0.02343581803143024,121.0,59.63999938964844,-37.43999862670898,-30.42000007629395,-0.1662459969520569,0.5876049995422363,0.5035750865936279,0.7640309929847717,-0.2081770002841949,-0.03689820691943169,-1.313628077507019
510,510,8784,2021-03-12 13:12:23,334.22459893048125,497,1094,429,1073,68,21,2021-03-12 13:12:23.334,-0.3784990310668945,0.2871642112731934,0.3764579594135285,0.1691055297851562,1010.24609375,9.486042022705078,2.485321283340454,0.091608464717865,0.1267664730548858,-0.03941478580236435,0.03408846259117126,120.0,59.69999694824219,-37.43999862670898,-30.35999870300293,-0.1659619957208633,0.5879970192909241,0.5024407505989075,0.7639279961585999,-0.2076749950647354,-0.03684312850236893,-1.314388036727905
511,511,8784,2021-03-12 13:12:23,367.64705882352933,500,1094,429,1075,71,19,2021-03-12 13:12:23.368,-0.1647195816040039,0.5433087348937988,0.4800995290279389,0.1691055297851562,1010.24609375,9.482953071594238,2.497327327728271,0.08373495191335678,0.04367584362626076,-0.01810949668288231,-0.09054747968912123,120.0,59.7599983215332,-37.5,-30.35999870300293,-0.1649329960346222,0.5877659916877747,0.5036534667015076,0.7644439935684204,-0.2072470039129257,-0.0335172675549984,-1.313148856163025
512,512,8784,2021-03-12 13:12:23,401.06951871657753,501,1095,430,1076,71,19,2021-03-12 13:12:23.401,-0.3551158905029297,0.7029144763946533,0.559427797794342,0.1691055297851562,1010.24609375,9.47702407836914,2.519680976867676,0.08580956608057022,-0.04048004746437073,-0.04048004746437073,-0.009587380103766918,120.0,59.81999969482422,-37.5,-30.42000007629395,-0.1649210005998611,0.5867990255355835,0.503684401512146,0.7651000022888184,-0.2075770050287247,-0.03404257073998451,-1.310786724090576
513,513,8784,2021-03-12 13:12:23,434.4919786096256,506,1097,437,1078,69,19,2021-03-12 13:12:23.434,-0.4285440444946289,1.269209146499634,0.3430471420288086,0.1691055297851562,1010.24609375,9.478626251220703,2.51362943649292,0.0867120698094368,-0.02237055450677872,-0.04900216311216354,0.05432848632335663,120.0,59.81999969482422,-37.5,-30.42000007629395,-0.1650059968233109,0.5870379805564879,0.5031980276107788,0.7649260163307191,-0.2074760049581528,-0.03448308631777764,-1.31142270565033
514,514,8784,2021-03-12 13:12:23,467.9144385026737,509,1099,440,1079,69,20,2021-03-12 13:12:23.468,-0.4020414352416992,1.043057203292847,0.5096940398216248,0.1691055297851562,1010.24609375,9.480854034423828,2.505149602890014,0.08765928447246553,-0.03408846259117126,-0.04474110901355743,-0.03302319720387459,120.0,59.87999725341797,-37.5,-30.42000007629395,-0.1652020066976547,0.5873510241508484,0.5029362440109253,0.7646470069885254,-0.2074600011110306,-0.03497736901044846,-1.312310099601746
515,515,8784,2021-03-12 13:12:23,501.3368983957219,512,1100,444,1078,68,22,2021-03-12 13:12:23.501,-0.2612504959106445,0.8633685111999512,0.6486458778381348,0.1691055297851562,1010.24609375,9.478926658630373,2.512455940246582,0.0875711739063263,0.02450108155608177,-0.04474110901355743,-0.03195793181657791,120.0,59.87999725341797,-37.5,-30.47999954223633,-0.1651159971952439,0.5870580077171326,0.5030678510665894,0.7648739814758301,-0.2075230032205581,-0.03484070301055908,-1.311542510986328
516,516,8784,2021-03-12 13:12:23,534.75935828877,515,1101,444,1079,71,22,2021-03-12 13:12:23.535,-0.3996524810791016,0.943004846572876,0.419906497001648,0.1691055297851562,1010.24609375,9.47846508026123,2.514222383499145,0.08646715432405473,0.01171790901571512,-0.04687163606286049,0.01597896590828896,120.0,59.87999725341797,-37.5,-30.59999847412109,-0.1652130037546158,0.5869539976119995,0.504058837890625,0.7648630142211914,-0.2077790051698685,-0.03437766060233116,-1.31135880947113
517,517,8784,2021-03-12 13:12:23,568.1818181818181,518,1104,449,1081,69,23,2021-03-12 13:12:23.568,-0.3098735809326172,0.9809656143188475,0.484364926815033,0.1691055297851562,1010.24609375,9.479665756225586,2.509780406951904,0.08425795286893845,0.02876213937997818,-0.02769687585532665,-0.01704423129558563,120.0,59.87999725341797,-37.5,-30.59999847412109,-0.1653050035238266,0.5871210098266602,0.5052871108055115,0.7646620273590088,-0.2079750001430511,-0.03355924040079117,-1.31183648109436
518,518,8784,2021-03-12 13:12:23,601.6042780748662,521,1104,449,1081,72,23,2021-03-12 13:12:23.602,-0.3612031936645508,0.942347526550293,0.3790335059165955,0.4941062927246094,1010.207275390625,9.478322982788086,2.514879703521729,0.0842445120215416,-0.01065264455974102,-0.02876213937997818,0.01065264455974102,121.0,59.87999725341797,-37.55999755859375,-30.65999984741211,-0.1652500033378601,0.5869150161743164,0.5053701996803284,0.7648199796676636,-0.2080219984054565,-0.03348590433597565,-1.311302423477173
519,519,8784,2021-03-12 13:12:23,635.0267379679143,524,1105,456,1083,68,22,2021-03-12 13:12:23.635,-0.3469648361206055,1.096040964126587,0.3950481116771698,0.4941062927246094,1010.207275390625,9.478449821472168,2.514415264129639,0.08259513974189757,0.02450108155608177,-0.04793690145015717,0.01704423129558563,121.0,59.81999969482422,-37.55999755859375,-30.59999847412109,-0.1653749942779541,0.586899995803833,0.5066213011741638,0.7647259831428528,-0.2083069980144501,-0.03283683583140373,-1.311352849006653
520,520,8784,2021-03-12 13:12:23,668.4491978609625,527,1109,457,1087,70,22,2021-03-12 13:12:23.668,-0.3380928039550781,0.7922329902648926,0.4201167821884155,0.4941062927246094,1010.207275390625,9.479154586791992,2.511765241622925,0.08146847039461136,-0.03089267015457153,-0.02343581803143024,-0.01704423129558563,121.0,59.87999725341797,-37.55999755859375,-30.59999847412109,-0.1653860062360764,0.587011992931366,0.5071042180061339,0.7646250128746033,-0.2083510011434555,-0.03242338076233864,-1.311633110046387
521,521,8784,2021-03-12 13:12:23,701.8716577540108,530,1107,458,1085,72,22,2021-03-12 13:12:23.702,-0.4295101165771485,0.9807529449462892,0.5448741912841797,0.4941062927246094,1010.207275390625,9.479592323303224,2.509993076324463,0.08599793165922165,0.01491370238363743,-0.03089267015457153,0.008522115647792816,121.0,59.87999725341797,-37.55999755859375,-30.53999900817871,-0.165581002831459,0.5870339870452881,0.5053380727767944,0.7646080255508423,-0.2081989943981171,-0.03424882143735886,-1.31180739402771
522,522,8784,2021-03-12 13:12:23,735.2941176470587,528,1110,458,1088,70,22,2021-03-12 13:12:23.735,-0.2710113525390625,0.72981858253479,0.4855683147907257,0.4941062927246094,1010.207275390625,9.479110717773438,2.511930465698242,0.0830545723438263,-0.003195793367922306,-0.06178534030914306,-0.03302319720387459,121.0,59.87999725341797,-37.5,-30.42000007629395,-0.1654350012540817,0.586991012096405,0.5064632892608643,0.7646480202674866,-0.2082909941673279,-0.033051997423172,-1.311615705490112
523,523,8784,2021-03-12 13:12:23,768.7165775401068,530,1111,462,1090,68,21,2021-03-12 13:12:23.769,-0.4365739822387695,0.9568166732788086,0.2975632846355438,0.2298774719238281,1010.239013671875,9.477079391479492,2.519564151763916,0.08431188017129898,-0.02769687585532665,-0.03408846259117126,0.01597896590828896,121.0,59.87999725341797,-37.5,-30.42000007629395,-0.1654790043830872,0.5866469740867615,0.5063559412956238,0.7648670077323914,-0.2084230035543441,-0.03345039859414101,-1.310808539390564
524,524,8784,2021-03-12 13:12:23,802.1390374331551,528,1111,462,1089,66,22,2021-03-12 13:12:23.802,-0.3094043731689453,0.998399019241333,0.4684130549430847,0.2298774719238281,1010.239013671875,9.479196548461914,2.511500597000122,0.08584464341402054,0.01278317347168922,-0.05539375171065331,0.01704423129558563,121.0,59.87999725341797,-37.43999862670898,-30.29999923706055,-0.1655970066785812,0.5869640111923218,0.5055502057075499,0.7646399736404419,-0.2082670032978058,-0.03416731581091881,-1.311649918556213
525,525,8784,2021-03-12 13:12:23,835.5614973262033,528,1112,459,1091,69,21,2021-03-12 13:12:23.836,-0.272282600402832,0.8975076675415039,0.3404265642166138,0.2298774719238281,1010.239013671875,9.480381965637207,2.507047176361084,0.08454422652721405,0.002130528911948204,-0.008522115647792816,-0.03195793181657791,121.0,59.7599983215332,-37.43999862670898,-30.23999977111816,-0.165570005774498,0.5871649980545044,0.5059005618095398,0.7645000219345093,-0.2082339972257614,-0.03370985761284828,-1.312121748924255
